Group_ID,Video_Index,Room,Session,Performer,Video_Name, Frame_Num
1147,1170,62520038620898500,62520026718018300,54307639642834400,62520026718018322-54307639642834447r1471433916.m3u8.mp4,1048
1147,1170,62520038620898500,62520026718018300,54307639642834400,62520026718018322-54307639642834447r1471434041.m3u8.mp4,479
1148,1171,62521074242786400,62521073941365000,53272535766146600,62521073941365024-53272535766146639r1471434405.m3u8.mp4,88589
1149,1172,62521150551856200,62521138728679700,54307639642834400,62521138728679734-54307639642834447r1471434436.m3u8.mp4,411
1150,1173,62522029262742800,62522029103914700,35552146497689300,62522029103914760-35552146497689326r1471434861.m3u8.mp4,369590
1151,1174,62522598712911100,62522592830956800,55076542880954200,62522592830956806-55076542880954210r1471435130.m3u8.mp4,1653
1151,1174,62522598712911100,62522592830956800,55076542880954200,62522592830956806-55076542880954210r1471435279.m3u8.mp4,12855
1151,1174,62522598712911100,62522592830956800,55076542880954200,62522592830956806-55076542880954210r1471436356.m3u8.mp4,1038
1151,1174,62522598712911100,62522592830956800,55076542880954200,62522592830956806-55076542880954210r1471436472.m3u8.mp4,2692
1151,1174,62522598712911100,62522592830956800,55076542880954200,62522592830956806-55076542880954210r1471436715.m3u8.mp4,343
1152,1175,62525306251478200,62525290412254400,42714514719771000,62525290412254490-42714514719771059r1471436416.m3u8.mp4,37081
1152,1175,62525306251478200,62525290412254400,42714514719771000,62525290412254490-42714514719771059r1471439229.m3u8.mp4,98083
1153,1176,62525336200905900,62525287423822600,55387440770191900,62525287423822603-55387440770191935r1471436415.m3u8.mp4,2260
1154,1177,62525858112832700,62525841457821400,42211002734872900,62525841457821427-42211002734872910r1471436679.m3u8.mp4,132413
1155,1178,62525874952963200,62525861716313900,55387440770191900,62525861716313914-55387440770191935r1471436688.m3u8.mp4,415
1155,1178,62525874952963200,62525861716313900,55387440770191900,62525861716313914-55387440770191935r1471436746.m3u8.mp4,28838
1155,1178,62525874952963200,62525861716313900,55387440770191900,62525861716313914-55387440770191935r1471439703.m3u8.mp4,8773
1155,1178,62525874952963200,62525861716313900,55387440770191900,62525861716313914-55387440770191935r1471440589.m3u8.mp4,14481
1155,1178,62525874952963200,62525861716313900,55387440770191900,62525861716313914-55387440770191935r1471442064.m3u8.mp4,21561
1156,1179,62526519109977300,62526513995593400,51132449435951600,62526513995593468-51132449435951656r1471436999.m3u8.mp4,14287
1156,1179,62526519109977300,62526513995593400,51132449435951600,62526513995593468-51132449435951656r1471437974.m3u8.mp4,66605
1156,1179,62526519109977300,62526513995593400,51132449435951600,62526513995593468-51132449435951656r1471442458.m3u8.mp4,35052
1156,1179,62526519109977300,62526513995593400,51132449435951600,62526513995593468-51132449435951656r1471444841.m3u8.mp4,19291
1156,1179,62526519109977300,62526513995593400,51132449435951600,62526513995593468-51132449435951656r1471446147.m3u8.mp4,25960
1157,1180,62527155820008600,62527155415819000,47682196185552100,62527155415819056-47682196185552116r1471437305.m3u8.mp4,45173
1158,1181,62527845478929600,62527831587963200,55248708685537600,62527831587963228-55248708685537676r1471437628.m3u8.mp4,66633
1159,1182,62529074298856800,62529062305811200,55395330696417800,62529062305811249-55395330696417897r1471438434.m3u8.mp4,418
1160,1183,62529267475916200,62529254191012700,41365734051282700,62529254191012707-41365734051282735r1471438340.m3u8.mp4,8456
1160,1183,62529267475916200,62529254191012700,41365734051282700,62529254191012707-41365734051282735r1471439502.m3u8.mp4,6721
1160,1183,62529267475916200,62529254191012700,41365734051282700,62529254191012707-41365734051282735r1471440388.m3u8.mp4,6207
1160,1183,62529267475916200,62529254191012700,41365734051282700,62529254191012707-41365734051282735r1471441180.m3u8.mp4,4001
1160,1183,62529267475916200,62529254191012700,41365734051282700,62529254191012707-41365734051282735r1471441787.m3u8.mp4,6387
1161,1184,62529708370666900,62529704581677400,30754902384712700,62529704581677423-30754902384712734r1471438521.m3u8.mp4,4516
1161,1184,62529708370666900,62529704581677400,30754902384712700,62529704581677423-30754902384712734r1471439132.m3u8.mp4,712
1162,1185,62530885636297900,62530885401978100,52333209270099800,62530885401978194-52333209270099838r1471439084.m3u8.mp4,257337
1163,1186,62531041402262700,62531021872054600,53436506613754900,62531021872054648-53436506613754911r1471439149.m3u8.mp4,690
1164,1187,62531619163448700,62531618237063000,52159828992205700,62531618237063006-52159828992205772r1471439433.m3u8.mp4,5962
1165,1188,62532075474363800,62532063963658600,52052212664243900,62532063963658630-52052212664243901r1471439646.m3u8.mp4,5514
1165,1188,62532075474363800,62532063963658600,52052212664243900,62532063963658630-52052212664243901r1471440324.m3u8.mp4,42283
1165,1188,62532075474363800,62532063963658600,52052212664243900,62532063963658630-52052212664243901r1471445161.m3u8.mp4,26902
1165,1188,62532075474363800,62532063963658600,52052212664243900,62532063963658630-52052212664243901r1471447950.m3u8.mp4,3866
1166,1189,62532479884961200,62532479512233800,53387635432892200,62532479512233832-53387635432892295r1471439844.m3u8.mp4,30742
1166,1189,62532479884961200,62532479512233800,53387635432892200,62532479512233832-53387635432892295r1471441139.m3u8.mp4,16870
1167,1190,62532719088211200,62532709076973900,53604774286737900,62532709076973975-53604774286737927r1471439953.m3u8.mp4,19573
1167,1190,62532719088211200,62532709076973900,53604774286737900,62532709076973975-53604774286737927r1471442783.m3u8.mp4,18817
