group 01218, 1 videos, 4346 frames, use time 0.751389 seconds
group 01219, 1 videos, 9939 frames, use time 2.416290 seconds
group 01220, 1 videos, 102605 frames, use time 11.352921 seconds
group 01221, 4 videos, 18468 frames, use time 3.266794 seconds
group 01222, 1 videos, 1144 frames, use time 0.140962 seconds
group 01223, 3 videos, 90010 frames, use time 11.107286 seconds
group 01224, 1 videos, 9440 frames, use time 0.820255 seconds
group 01225, 1 videos, 123398 frames, use time 13.070640 seconds
group 01226, 1 videos, 103396 frames, use time 12.471237 seconds
group 01227, 1 videos, 191580 frames, use time 25.782618 seconds
group 01228, 1 videos, 100746 frames, use time 11.062403 seconds
group 01229, 1 videos, 3908 frames, use time 1.115909 seconds
group 01230, 9 videos, 17375 frames, use time 2.628495 seconds
group 01231, 1 videos, 109542 frames, use time 13.001745 seconds
group 01232, 1 videos, 125 frames, use time 0.082529 seconds
group 01233, 3 videos, 45916 frames, use time 10.640924 seconds
group 01234, 0 videos, 0 frames, use time 0.062192 seconds
group 01235, 1 videos, 1789 frames, use time 0.234057 seconds
group 01236, 1 videos, 269198 frames, use time 43.412426 seconds
group 01237, 2 videos, 3683 frames, use time 0.388699 seconds
group 01238, 5 videos, 18557 frames, use time 2.810772 seconds
group 01239, 2 videos, 24016 frames, use time 3.269175 seconds
group 01240, 2 videos, 102165 frames, use time 17.430110 seconds
group 01241, 1 videos, 3864 frames, use time 0.694606 seconds
group 01242, 5 videos, 7904 frames, use time 1.284678 seconds
group 01243, 1 videos, 25184 frames, use time 4.923536 seconds
group 01244, 2 videos, 62486 frames, use time 6.988776 seconds
group 01245, 1 videos, 17501 frames, use time 1.588536 seconds
group 01246, 1 videos, 14818 frames, use time 2.662566 seconds
group 01247, 2 videos, 34631 frames, use time 5.865084 seconds
group 01248, 2 videos, 20344 frames, use time 3.723443 seconds
group 01249, 1 videos, 13606 frames, use time 2.370695 seconds
group 01250, 1 videos, 158695 frames, use time 22.540296 seconds
group 01251, 1 videos, 33132 frames, use time 2.853013 seconds
group 01252, 1 videos, 39605 frames, use time 4.076290 seconds
group 01253, 1 videos, 2396 frames, use time 0.273883 seconds
group 01254, 1 videos, 4601 frames, use time 0.333638 seconds
group 01255, 1 videos, 76852 frames, use time 8.680161 seconds
group 01256, 1 videos, 39344 frames, use time 3.874170 seconds
group 01257, 1 videos, 54557 frames, use time 5.722672 seconds
group 01258, 2 videos, 4247 frames, use time 0.656979 seconds
group 01259, 1 videos, 227385 frames, use time 31.695576 seconds
group 01260, 1 videos, 182195 frames, use time 21.744150 seconds
group 01261, 1 videos, 46388 frames, use time 4.831074 seconds
group 01262, 1 videos, 274 frames, use time 0.043717 seconds
group 01263, 1 videos, 30631 frames, use time 3.222122 seconds
group 01264, 1 videos, 132302 frames, use time 18.380603 seconds
group 01265, 1 videos, 68912 frames, use time 7.709961 seconds
group 01266, 2 videos, 15135 frames, use time 2.618373 seconds
group 01267, 1 videos, 29217 frames, use time 2.754086 seconds
group 01268, 1 videos, 11206 frames, use time 1.045837 seconds
group 01269, 1 videos, 11730 frames, use time 1.192716 seconds
group 01270, 4 videos, 57457 frames, use time 7.053071 seconds
group 01271, 2 videos, 153616 frames, use time 27.697388 seconds
group 01272, 1 videos, 28198 frames, use time 2.607880 seconds
group 01273, 1 videos, 1396 frames, use time 0.154110 seconds
group 01274, 1 videos, 111996 frames, use time 11.726834 seconds
group 01275, 1 videos, 55719 frames, use time 6.164949 seconds
group 01276, 1 videos, 1705 frames, use time 0.247726 seconds
group 01277, 1 videos, 8777 frames, use time 1.342917 seconds
group 01278, 1 videos, 9791 frames, use time 1.102709 seconds
group 01279, 1 videos, 9654 frames, use time 2.264464 seconds
group 01280, 1 videos, 43677 frames, use time 4.470367 seconds
group 01281, 1 videos, 128780 frames, use time 15.503445 seconds
group 01282, 1 videos, 24309 frames, use time 2.601727 seconds
group 01283, 1 videos, 138333 frames, use time 16.768971 seconds
group 01284, 1 videos, 203495 frames, use time 25.951938 seconds
group 01285, 1 videos, 1141 frames, use time 0.165941 seconds
group 01286, 1 videos, 5560 frames, use time 0.551325 seconds
group 01287, 2 videos, 51233 frames, use time 5.255997 seconds
group 01288, 1 videos, 139025 frames, use time 17.738199 seconds
group 01289, 1 videos, 95986 frames, use time 8.516721 seconds
group 01290, 1 videos, 20947 frames, use time 2.076880 seconds
group 01291, 1 videos, 11971 frames, use time 1.279254 seconds
group 01292, 14 videos, 49299 frames, use time 5.061386 seconds
group 01293, 4 videos, 8802 frames, use time 3.239403 seconds
group 01294, 4 videos, 65629 frames, use time 9.386698 seconds
group 01295, 7 videos, 67213 frames, use time 8.138202 seconds
group 01296, 1 videos, 262804 frames, use time 45.842425 seconds
group 01297, 1 videos, 2415 frames, use time 0.251361 seconds
group 01298, 1 videos, 16142 frames, use time 3.281201 seconds
group 01299, 4 videos, 28982 frames, use time 7.976070 seconds
group 01300, 1 videos, 2975 frames, use time 0.363791 seconds
group 01301, 1 videos, 4347 frames, use time 0.487453 seconds
group 01302, 2 videos, 26494 frames, use time 3.806218 seconds
group 01303, 1 videos, 115523 frames, use time 13.680999 seconds
group 01304, 1 videos, 4006 frames, use time 0.519169 seconds
group 01305, 1 videos, 167067 frames, use time 16.761783 seconds
group 01306, 1 videos, 9646 frames, use time 3.541727 seconds
group 01307, 1 videos, 5897 frames, use time 0.548242 seconds
group 01308, 6 videos, 21650 frames, use time 3.752613 seconds
group 01309, 1 videos, 8818 frames, use time 0.849143 seconds
group 01310, 1 videos, 1498 frames, use time 0.287170 seconds
group 01311, 2 videos, 5064 frames, use time 0.764455 seconds
group 01312, 2 videos, 94757 frames, use time 17.529413 seconds
group 01313, 1 videos, 47819 frames, use time 15.010443 seconds
group 01314, 5 videos, 73766 frames, use time 9.057038 seconds
group 01315, 1 videos, 78340 frames, use time 14.111588 seconds
group 01316, 1 videos, 27912 frames, use time 2.641425 seconds
group 01317, 1 videos, 17289 frames, use time 1.723478 seconds
group 01318, 2 videos, 1595 frames, use time 0.393808 seconds
group 01319, 1 videos, 105159 frames, use time 11.407158 seconds
group 01320, 4 videos, 35830 frames, use time 5.302486 seconds
group 01321, 1 videos, 1067 frames, use time 0.182944 seconds
group 01322, 7 videos, 15917 frames, use time 2.573230 seconds
group 01323, 1 videos, 49608 frames, use time 6.983957 seconds
group 01324, 1 videos, 27357 frames, use time 2.673649 seconds
group 01325, 1 videos, 63628 frames, use time 5.268191 seconds
group 01326, 1 videos, 26321 frames, use time 8.107667 seconds
group 01327, 1 videos, 1701 frames, use time 0.158066 seconds
group 01328, 1 videos, 11874 frames, use time 3.473100 seconds
group 01329, 6 videos, 197626 frames, use time 20.724886 seconds
group 01330, 3 videos, 5198 frames, use time 0.734794 seconds
group 01331, 1 videos, 87111 frames, use time 9.688608 seconds
group 01332, 1 videos, 53633 frames, use time 5.765851 seconds
group 01333, 1 videos, 161199 frames, use time 18.949080 seconds
group 01334, 1 videos, 8646 frames, use time 0.920566 seconds
group 01335, 1 videos, 5802 frames, use time 1.200026 seconds
group 01336, 1 videos, 12458 frames, use time 4.541173 seconds
group 01337, 3 videos, 36209 frames, use time 9.685724 seconds
group 01338, 1 videos, 62076 frames, use time 6.713560 seconds
group 01339, 1 videos, 109809 frames, use time 13.070254 seconds
group 01340, 1 videos, 100700 frames, use time 11.830086 seconds
group 01341, 1 videos, 12180 frames, use time 3.554732 seconds
group 01342, 1 videos, 13613 frames, use time 1.349061 seconds
group 01343, 1 videos, 19598 frames, use time 2.052129 seconds
group 01344, 1 videos, 28361 frames, use time 2.848977 seconds
group 01345, 1 videos, 41686 frames, use time 11.315306 seconds
group 01346, 2 videos, 52662 frames, use time 9.193672 seconds
group 01347, 1 videos, 86286 frames, use time 9.456470 seconds
group 01348, 3 videos, 10289 frames, use time 1.639198 seconds
group 01349, 4 videos, 20817 frames, use time 2.479856 seconds
group 01350, 3 videos, 956 frames, use time 0.310003 seconds
group 01351, 4 videos, 60950 frames, use time 13.211805 seconds
group 01352, 2 videos, 2521 frames, use time 0.316977 seconds
group 01353, 1 videos, 119302 frames, use time 29.613075 seconds
group 01354, 2 videos, 32343 frames, use time 6.291798 seconds
group 01355, 1 videos, 89206 frames, use time 10.318880 seconds
group 01356, 2 videos, 131823 frames, use time 20.386848 seconds
group 01357, 3 videos, 56162 frames, use time 18.013307 seconds
group 01358, 1 videos, 30716 frames, use time 2.972632 seconds
group 01359, 1 videos, 24848 frames, use time 2.494618 seconds
group 01360, 3 videos, 12804 frames, use time 1.970314 seconds
group 01361, 4 videos, 11357 frames, use time 2.372469 seconds
group 01362, 1 videos, 338912 frames, use time 59.539110 seconds
group 01363, 4 videos, 56024 frames, use time 11.896167 seconds
group 01364, 3 videos, 66132 frames, use time 14.060475 seconds
group 01365, 1 videos, 37031 frames, use time 3.510429 seconds
group 01366, 1 videos, 37315 frames, use time 6.438690 seconds
group 01367, 14 videos, 39624 frames, use time 10.461030 seconds
group 01368, 1 videos, 9881 frames, use time 0.879663 seconds
group 01369, 1 videos, 61891 frames, use time 6.631000 seconds
group 01370, 1 videos, 112575 frames, use time 14.015037 seconds
group 01371, 1 videos, 41576 frames, use time 4.066989 seconds
group 01372, 1 videos, 57703 frames, use time 8.248796 seconds
group 01373, 5 videos, 73673 frames, use time 18.646624 seconds
group 01374, 2 videos, 67941 frames, use time 11.956133 seconds
group 01375, 4 videos, 3807 frames, use time 0.803668 seconds
group 01376, 1 videos, 32049 frames, use time 5.408771 seconds
group 01377, 1 videos, 113546 frames, use time 12.916379 seconds
group 01378, 3 videos, 30612 frames, use time 5.636201 seconds
group 01379, 1 videos, 3084 frames, use time 0.287799 seconds
group 01380, 1 videos, 7254 frames, use time 0.739414 seconds
group 01381, 1 videos, 55740 frames, use time 5.749946 seconds
group 01382, 6 videos, 118734 frames, use time 14.870238 seconds
group 01383, 2 videos, 133362 frames, use time 28.772941 seconds
group 01384, 6 videos, 26606 frames, use time 4.451439 seconds
group 01385, 3 videos, 600 frames, use time 0.459415 seconds
group 01386, 1 videos, 201463 frames, use time 27.186995 seconds
group 01387, 1 videos, 11512 frames, use time 1.121197 seconds
group 01388, 4 videos, 21227 frames, use time 2.313349 seconds
group 01389, 1 videos, 125414 frames, use time 15.856404 seconds
group 01390, 1 videos, 68914 frames, use time 8.401850 seconds
group 01391, 1 videos, 31279 frames, use time 3.199757 seconds
group 01392, 1 videos, 6486 frames, use time 1.912071 seconds
group 01393, 2 videos, 52055 frames, use time 17.909355 seconds
group 01394, 6 videos, 28150 frames, use time 5.582627 seconds
group 01395, 9 videos, 33937 frames, use time 5.457245 seconds
group 01396, 2 videos, 9869 frames, use time 2.316628 seconds
group 01397, 6 videos, 7365 frames, use time 1.007939 seconds
group 01398, 2 videos, 3370 frames, use time 0.771431 seconds
group 01399, 1 videos, 38514 frames, use time 5.356880 seconds
group 01400, 4 videos, 20954 frames, use time 5.597266 seconds
group 01401, 1 videos, 4581 frames, use time 0.735385 seconds
group 01402, 2 videos, 42191 frames, use time 9.268597 seconds
group 01403, 1 videos, 11692 frames, use time 1.725624 seconds
group 01404, 2 videos, 26291 frames, use time 4.202970 seconds
group 01405, 1 videos, 28363 frames, use time 4.709488 seconds
group 01406, 1 videos, 14971 frames, use time 1.386926 seconds
group 01407, 1 videos, 8121 frames, use time 0.860737 seconds
group 01408, 1 videos, 8680 frames, use time 0.836485 seconds
group 01409, 8 videos, 31270 frames, use time 3.693501 seconds
group 01410, 1 videos, 3454 frames, use time 0.319601 seconds
group 01411, 1 videos, 88648 frames, use time 10.800743 seconds
group 01412, 1 videos, 23497 frames, use time 2.479997 seconds
group 01413, 1 videos, 3933 frames, use time 0.297622 seconds
group 01414, 1 videos, 5758 frames, use time 0.388525 seconds
group 01415, 1 videos, 37159 frames, use time 6.056920 seconds
group 01416, 0 videos, 0 frames, use time 0.029939 seconds
group 01417, 1 videos, 406558 frames, use time 54.706358 seconds
group 01418, 3 videos, 67859 frames, use time 9.309795 seconds
group 01419, 9 videos, 49848 frames, use time 6.436130 seconds
group 01420, 1 videos, 59824 frames, use time 6.405314 seconds
group 01421, 1 videos, 225759 frames, use time 34.258593 seconds
group 01422, 1 videos, 295988 frames, use time 42.320235 seconds
group 01423, 2 videos, 2044 frames, use time 0.313539 seconds
group 01424, 2 videos, 1055 frames, use time 0.229775 seconds
group 01425, 4 videos, 109385 frames, use time 9.504600 seconds
group 01426, 2 videos, 43022 frames, use time 7.067666 seconds
group 01427, 1 videos, 21815 frames, use time 7.025111 seconds
group 01428, 1 videos, 17002 frames, use time 2.942246 seconds
group 01429, 1 videos, 6603 frames, use time 0.619417 seconds
group 01430, 1 videos, 43027 frames, use time 4.495952 seconds
group 01431, 1 videos, 115176 frames, use time 12.748770 seconds
group 01432, 2 videos, 9395 frames, use time 1.101785 seconds
group 01433, 1 videos, 205 frames, use time 0.042290 seconds
group 01434, 3 videos, 13140 frames, use time 1.717383 seconds
group 01435, 1 videos, 130211 frames, use time 16.028523 seconds
group 01436, 1 videos, 417 frames, use time 0.114633 seconds
group 01437, 1 videos, 3166 frames, use time 0.801851 seconds
group 01438, 1 videos, 78232 frames, use time 20.715605 seconds
group 01439, 1 videos, 118810 frames, use time 13.751024 seconds
group 01440, 1 videos, 41984 frames, use time 4.047714 seconds
group 01441, 1 videos, 21598 frames, use time 1.938287 seconds
group 01442, 1 videos, 1288 frames, use time 0.188268 seconds
group 01443, 1 videos, 1307 frames, use time 0.172956 seconds
group 01444, 1 videos, 35271 frames, use time 3.626821 seconds
group 01445, 1 videos, 72 frames, use time 0.213948 seconds
group 01446, 1 videos, 1461 frames, use time 0.180196 seconds
group 01447, 1 videos, 121124 frames, use time 13.750349 seconds
group 01448, 1 videos, 25258 frames, use time 2.357675 seconds
group 01449, 1 videos, 47554 frames, use time 4.987489 seconds
group 01450, 1 videos, 33380 frames, use time 3.316888 seconds
group 01451, 1 videos, 133094 frames, use time 19.127697 seconds
group 01452, 9 videos, 100693 frames, use time 11.021019 seconds
group 01453, 1 videos, 18207 frames, use time 1.710761 seconds
group 01454, 1 videos, 1753 frames, use time 0.217024 seconds
group 01455, 1 videos, 765 frames, use time 0.146280 seconds
group 01456, 1 videos, 46322 frames, use time 3.653868 seconds
group 01457, 1 videos, 1123 frames, use time 0.531851 seconds
group 01458, 3 videos, 64447 frames, use time 12.959566 seconds
group 01459, 1 videos, 139221 frames, use time 16.939897 seconds
group 01460, 1 videos, 10909 frames, use time 0.893485 seconds
group 01461, 1 videos, 73439 frames, use time 10.144805 seconds
group 01462, 1 videos, 89495 frames, use time 10.314036 seconds
group 01463, 3 videos, 97750 frames, use time 18.333916 seconds
group 01464, 1 videos, 6545 frames, use time 0.325928 seconds
group 01465, 1 videos, 962 frames, use time 0.212241 seconds
group 01466, 3 videos, 16160 frames, use time 1.865846 seconds
group 01467, 1 videos, 20979 frames, use time 5.106035 seconds
group 01468, 1 videos, 113280 frames, use time 13.085740 seconds
group 01469, 5 videos, 9981 frames, use time 1.913134 seconds
group 01470, 1 videos, 2760 frames, use time 0.608914 seconds
group 01471, 3 videos, 17949 frames, use time 3.356573 seconds
group 01472, 6 videos, 101603 frames, use time 12.837482 seconds
group 01473, 1 videos, 7563 frames, use time 1.475412 seconds
group 01474, 1 videos, 35524 frames, use time 3.438047 seconds
group 01475, 1 videos, 13369 frames, use time 1.317536 seconds
group 01476, 1 videos, 44486 frames, use time 4.563912 seconds
group 01477, 1 videos, 2234 frames, use time 0.385451 seconds
group 01478, 1 videos, 4016 frames, use time 0.592702 seconds
group 01479, 1 videos, 132725 frames, use time 16.199158 seconds
group 01480, 1 videos, 1553 frames, use time 0.183321 seconds
group 01481, 1 videos, 1584 frames, use time 0.174547 seconds
group 01482, 1 videos, 78916 frames, use time 8.952018 seconds
group 01483, 1 videos, 593 frames, use time 0.080151 seconds
group 01484, 10 videos, 37219 frames, use time 6.449254 seconds
group 01485, 2 videos, 27148 frames, use time 5.065215 seconds
group 01486, 2 videos, 45361 frames, use time 8.576397 seconds
group 01487, 1 videos, 105251 frames, use time 12.533538 seconds
group 01488, 1 videos, 451 frames, use time 0.079659 seconds
group 01489, 2 videos, 29741 frames, use time 10.920724 seconds
group 01490, 7 videos, 5652 frames, use time 0.590013 seconds
group 01491, 1 videos, 133565 frames, use time 16.233283 seconds
group 01492, 15 videos, 38364 frames, use time 4.053914 seconds
group 01493, 1 videos, 3190 frames, use time 0.637653 seconds
group 01494, 13 videos, 14327 frames, use time 2.074842 seconds
group 01495, 1 videos, 9965 frames, use time 0.920604 seconds
group 01496, 3 videos, 139601 frames, use time 13.786074 seconds
group 01497, 2 videos, 11000 frames, use time 3.521830 seconds
group 01498, 1 videos, 84794 frames, use time 9.216976 seconds
group 01499, 1 videos, 844 frames, use time 0.182515 seconds
group 01500, 1 videos, 17751 frames, use time 1.909631 seconds
group 01501, 1 videos, 1475 frames, use time 0.308179 seconds
group 01502, 1 videos, 12398 frames, use time 1.256890 seconds
group 01503, 1 videos, 31764 frames, use time 3.279804 seconds
group 01504, 3 videos, 4880 frames, use time 1.035021 seconds
group 01505, 1 videos, 80771 frames, use time 14.270004 seconds
group 01506, 1 videos, 849 frames, use time 0.170000 seconds
group 01507, 2 videos, 28065 frames, use time 2.736020 seconds
group 01508, 5 videos, 28272 frames, use time 4.904630 seconds
group 01509, 1 videos, 21230 frames, use time 6.679337 seconds
group 01510, 5 videos, 3562 frames, use time 0.908721 seconds
group 01511, 1 videos, 8272 frames, use time 1.482230 seconds
group 01512, 1 videos, 122040 frames, use time 20.508247 seconds
group 01513, 7 videos, 35013 frames, use time 3.940413 seconds
group 01514, 1 videos, 43524 frames, use time 3.893414 seconds
group 01515, 1 videos, 150075 frames, use time 19.940636 seconds
group 01516, 10 videos, 52063 frames, use time 5.389313 seconds
group 01517, 1 videos, 5599 frames, use time 0.617484 seconds
group 01518, 1 videos, 44724 frames, use time 4.672752 seconds
group 01519, 1 videos, 28280 frames, use time 3.366174 seconds
group 01520, 5 videos, 27226 frames, use time 3.645532 seconds
group 01521, 1 videos, 24480 frames, use time 2.395487 seconds
group 01522, 1 videos, 25511 frames, use time 2.503542 seconds
group 01523, 1 videos, 100187 frames, use time 12.090329 seconds
group 01524, 3 videos, 48831 frames, use time 14.477603 seconds
group 01525, 4 videos, 13670 frames, use time 2.800249 seconds
group 01526, 4 videos, 82233 frames, use time 7.998530 seconds
group 01527, 2 videos, 24191 frames, use time 5.710383 seconds
group 01528, 1 videos, 11621 frames, use time 1.051885 seconds
group 01529, 1 videos, 10996 frames, use time 1.105405 seconds
group 01530, 1 videos, 6074 frames, use time 0.394354 seconds
group 01531, 1 videos, 117 frames, use time 0.072851 seconds
group 01532, 0 videos, 0 frames, use time 0.024419 seconds
group 01533, 1 videos, 34155 frames, use time 3.259865 seconds
group 01534, 1 videos, 6015 frames, use time 0.505638 seconds
group 01535, 1 videos, 123435 frames, use time 15.183060 seconds
group 01536, 1 videos, 49363 frames, use time 3.745323 seconds
group 01537, 1 videos, 27903 frames, use time 2.610264 seconds
group 01538, 1 videos, 212767 frames, use time 41.079782 seconds
group 01539, 1 videos, 235430 frames, use time 46.106760 seconds
group 01540, 1 videos, 33129 frames, use time 3.423833 seconds
group 01541, 1 videos, 50407 frames, use time 5.346091 seconds
group 01542, 2 videos, 83436 frames, use time 8.426074 seconds
group 01543, 2 videos, 187692 frames, use time 22.984503 seconds
group 01544, 1 videos, 49588 frames, use time 5.335722 seconds
group 01545, 1 videos, 78299 frames, use time 8.659124 seconds
group 01546, 2 videos, 39803 frames, use time 4.693058 seconds
group 01547, 1 videos, 135156 frames, use time 16.449941 seconds
group 01548, 3 videos, 86189 frames, use time 16.211367 seconds
group 01549, 1 videos, 154001 frames, use time 19.786900 seconds
group 01550, 1 videos, 109944 frames, use time 14.976320 seconds
group 01551, 1 videos, 51252 frames, use time 9.681840 seconds
group 01552, 1 videos, 3442 frames, use time 0.628333 seconds
group 01553, 1 videos, 94146 frames, use time 18.960819 seconds
group 01554, 1 videos, 56100 frames, use time 7.046123 seconds
group 01555, 1 videos, 19720 frames, use time 1.885107 seconds
group 01556, 3 videos, 4749 frames, use time 0.901813 seconds
group 01557, 1 videos, 10859 frames, use time 1.062700 seconds
group 01558, 1 videos, 318878 frames, use time 49.849229 seconds
group 01559, 1 videos, 12887 frames, use time 1.496915 seconds
group 01560, 1 videos, 91415 frames, use time 10.577746 seconds
group 01561, 1 videos, 45669 frames, use time 4.872475 seconds
group 01562, 1 videos, 63074 frames, use time 7.095622 seconds
group 01563, 3 videos, 61647 frames, use time 7.556917 seconds
group 01564, 5 videos, 130428 frames, use time 47.158502 seconds
group 01565, 2 videos, 3767 frames, use time 0.535076 seconds
group 01566, 1 videos, 29016 frames, use time 2.893418 seconds
group 01567, 2 videos, 15145 frames, use time 4.681369 seconds
group 01568, 1 videos, 3002 frames, use time 0.195811 seconds
group 01569, 1 videos, 3643 frames, use time 1.061606 seconds
group 01570, 2 videos, 9119 frames, use time 1.057943 seconds
group 01571, 1 videos, 176090 frames, use time 25.868238 seconds
group 01572, 3 videos, 15798 frames, use time 2.135370 seconds
group 01573, 1 videos, 438 frames, use time 0.154082 seconds
group 01574, 2 videos, 99652 frames, use time 23.513722 seconds
group 01575, 1 videos, 785 frames, use time 0.223365 seconds
group 01576, 10 videos, 9669 frames, use time 1.210296 seconds
group 01577, 1 videos, 137592 frames, use time 15.169180 seconds
group 01578, 1 videos, 150110 frames, use time 19.003278 seconds
group 01579, 1 videos, 90579 frames, use time 11.216517 seconds
group 01580, 1 videos, 94337 frames, use time 10.233315 seconds
group 01581, 2 videos, 14100 frames, use time 1.846787 seconds
group 01582, 2 videos, 25331 frames, use time 5.034540 seconds
group 01583, 1 videos, 64874 frames, use time 6.802877 seconds
group 01584, 1 videos, 40977 frames, use time 4.280492 seconds
group 01585, 1 videos, 129351 frames, use time 13.912403 seconds
group 01586, 2 videos, 1347 frames, use time 0.418609 seconds
group 01587, 10 videos, 30944 frames, use time 3.637908 seconds
group 01588, 5 videos, 32685 frames, use time 7.048310 seconds
group 01589, 1 videos, 64960 frames, use time 6.726200 seconds
group 01590, 2 videos, 39949 frames, use time 7.320848 seconds
group 01591, 2 videos, 8278 frames, use time 1.248460 seconds
group 01592, 2 videos, 61939 frames, use time 11.492581 seconds
group 01593, 1 videos, 10187 frames, use time 0.927495 seconds
group 01594, 1 videos, 124426 frames, use time 15.298966 seconds
group 01595, 1 videos, 248 frames, use time 0.041878 seconds
group 01596, 0 videos, 0 frames, use time 0.118338 seconds
group 01597, 19 videos, 26909 frames, use time 3.488753 seconds
group 01598, 2 videos, 38284 frames, use time 10.299038 seconds
group 01599, 1 videos, 1078 frames, use time 0.401315 seconds
group 01600, 1 videos, 9644 frames, use time 0.869352 seconds
group 01601, 1 videos, 217 frames, use time 0.120365 seconds
group 01602, 3 videos, 45785 frames, use time 4.897639 seconds
group 01603, 1 videos, 131927 frames, use time 17.544981 seconds
group 01604, 1 videos, 219728 frames, use time 23.658860 seconds
group 01605, 1 videos, 331394 frames, use time 59.183336 seconds
group 01606, 1 videos, 67717 frames, use time 7.384159 seconds
group 01607, 1 videos, 91154 frames, use time 9.693203 seconds
group 01608, 1 videos, 74288 frames, use time 7.531359 seconds
group 01609, 1 videos, 55489 frames, use time 5.486976 seconds
group 01610, 2 videos, 90062 frames, use time 15.407304 seconds
group 01611, 1 videos, 139040 frames, use time 14.435529 seconds
group 01612, 1 videos, 30830 frames, use time 3.075429 seconds
group 01613, 1 videos, 29457 frames, use time 2.952974 seconds
group 01614, 1 videos, 227944 frames, use time 33.550085 seconds
group 01615, 1 videos, 4134 frames, use time 0.420796 seconds
group 01616, 0 videos, 0 frames, use time 0.044971 seconds
group 01617, 1 videos, 1500 frames, use time 0.184618 seconds
group 01618, 4 videos, 44903 frames, use time 6.886346 seconds
group 01619, 2 videos, 31317 frames, use time 9.283277 seconds
group 01620, 2 videos, 898 frames, use time 0.195739 seconds
group 01621, 2 videos, 6246 frames, use time 0.745448 seconds
group 01622, 1 videos, 5138 frames, use time 0.605953 seconds
group 01623, 1 videos, 721 frames, use time 0.113910 seconds
group 01624, 3 videos, 49829 frames, use time 8.495694 seconds
group 01625, 1 videos, 2876 frames, use time 0.506864 seconds
group 01626, 8 videos, 119070 frames, use time 21.889197 seconds
group 01627, 4 videos, 14747 frames, use time 2.960841 seconds
group 01628, 1 videos, 50105 frames, use time 5.286693 seconds
group 01629, 3 videos, 6342 frames, use time 1.761970 seconds
group 01630, 1 videos, 11216 frames, use time 1.041367 seconds
group 01631, 2 videos, 3989 frames, use time 0.739910 seconds
group 01632, 32 videos, 242028 frames, use time 28.755870 seconds
group 01633, 1 videos, 759 frames, use time 0.159272 seconds
group 01634, 1 videos, 31848 frames, use time 10.123554 seconds
group 01635, 2 videos, 6785 frames, use time 1.772200 seconds
group 01636, 1 videos, 108178 frames, use time 11.950877 seconds
group 01637, 4 videos, 23013 frames, use time 4.910416 seconds
group 01638, 1 videos, 257682 frames, use time 40.225146 seconds
group 01639, 1 videos, 23774 frames, use time 5.865652 seconds
group 01640, 2 videos, 5047 frames, use time 0.983184 seconds
group 01641, 1 videos, 6577 frames, use time 0.637331 seconds
group 01642, 1 videos, 41595 frames, use time 4.361555 seconds
group 01643, 5 videos, 82073 frames, use time 9.953068 seconds
group 01644, 2 videos, 11140 frames, use time 2.684452 seconds
group 01645, 1 videos, 177779 frames, use time 20.543684 seconds
group 01646, 1 videos, 29547 frames, use time 5.422787 seconds
group 01647, 1 videos, 7819 frames, use time 0.792251 seconds
group 01648, 1 videos, 84946 frames, use time 9.676097 seconds
group 01649, 1 videos, 388 frames, use time 0.089714 seconds
group 01650, 1 videos, 55398 frames, use time 10.582350 seconds
group 01651, 1 videos, 43157 frames, use time 4.593214 seconds
group 01652, 1 videos, 114241 frames, use time 19.742313 seconds
group 01653, 3 videos, 55099 frames, use time 8.185759 seconds
group 01654, 2 videos, 1705 frames, use time 0.596077 seconds
group 01655, 1 videos, 4128 frames, use time 1.312996 seconds
group 01656, 1 videos, 10716 frames, use time 1.282167 seconds
group 01657, 10 videos, 34908 frames, use time 4.841807 seconds
group 01658, 1 videos, 53801 frames, use time 5.443644 seconds
group 01659, 1 videos, 59805 frames, use time 18.765274 seconds
group 01660, 1 videos, 3230 frames, use time 0.330273 seconds
group 01661, 2 videos, 4262 frames, use time 0.996587 seconds
group 01662, 1 videos, 15814 frames, use time 1.495624 seconds
group 01663, 2 videos, 3787 frames, use time 0.926639 seconds
group 01664, 1 videos, 38075 frames, use time 13.321885 seconds
group 01665, 6 videos, 51459 frames, use time 7.868396 seconds
group 01666, 1 videos, 1546 frames, use time 0.476280 seconds
group 01667, 1 videos, 1509 frames, use time 0.201407 seconds
group 01668, 3 videos, 56863 frames, use time 12.834855 seconds
group 01669, 1 videos, 46887 frames, use time 4.612407 seconds
group 01670, 1 videos, 17813 frames, use time 2.730953 seconds
group 01671, 1 videos, 8336 frames, use time 0.813244 seconds
group 01672, 6 videos, 168523 frames, use time 24.325465 seconds
group 01673, 1 videos, 89211 frames, use time 9.861159 seconds
group 01674, 1 videos, 15748 frames, use time 1.541958 seconds
group 01675, 1 videos, 60771 frames, use time 6.713648 seconds
group 01676, 1 videos, 15608 frames, use time 4.364975 seconds
group 01677, 31 videos, 16547 frames, use time 3.127232 seconds
group 01678, 1 videos, 76297 frames, use time 18.806341 seconds
group 01679, 1 videos, 31343 frames, use time 3.019784 seconds
group 01680, 1 videos, 110884 frames, use time 12.633118 seconds
group 01681, 1 videos, 66836 frames, use time 6.955122 seconds
group 01682, 6 videos, 15538 frames, use time 2.596549 seconds
group 01683, 1 videos, 18484 frames, use time 1.845440 seconds
group 01684, 3 videos, 64957 frames, use time 6.815190 seconds
