Room,Stream,Performer,Link
61373370917610800,61373356733110000,53617575560495100,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61373356733110033/hls/61373356733110033-53617575560495115r1470887140.m3u8
61373656325318000,61373650644775600,55294940529303300,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61373650644775640/hls/61373650644775640-55294940529303342r1470887271.m3u8
61374837441328200,61374831723026200,32951597816271600,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61374831723026202/hls/61374831723026202-32951597816271694r1470887835.m3u8
61374837441328200,61374831723026200,32951597816271600,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61374831723026202/hls/61374831723026202-32951597816271694r1470887866.m3u8
61375913575994400,61375903233482000,52172083005756100,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61375903233482012/hls/61375903233482012-52172083005756174r1470888345.m3u8
61375979114091600,61375975457298700,53849093989999100,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61375975457298757/hls/61375975457298757-53849093989999127r1470888380.m3u8
61375979114091600,61375975457298700,53849093989999100,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61375975457298757/hls/61375975457298757-53849093989999127r1470889218.m3u8
61377486035244100,61377482596562200,55480165651717700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61377482596562231/hls/61377482596562231-55480165651717732r1470889099.m3u8
61377486035244100,61377482596562200,55480165651717700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61377482596562231/hls/61377482596562231-55480165651717732r1470891524.m3u8
61377486035244100,61377482596562200,55480165651717700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61377482596562231/hls/61377482596562231-55480165651717732r1470892884.m3u8
61377515059827800,61377496758629600,52553573812156600,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61377496758629688/hls/61377496758629688-52553573812156601r1470889105.m3u8
61377515059827800,61377496758629600,52553573812156600,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61377496758629688/hls/61377496758629688-52553573812156601r1470896087.m3u8
61377812270314600,61377804305961900,55204569197583700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61377804305961904/hls/61377804305961904-55204569197583765r1470889252.m3u8
61381866467775600,61381849846388600,55054874794016300,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61381849846388628/hls/61381849846388628-55054874794016376r1470891181.m3u8
61382871462864300,61382867080452500,55204569197583700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61382867080452550/hls/61382867080452550-55204569197583765r1470891666.m3u8
61383941425620400,61383901272089400,29998950421224700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61383901272089475/hls/61383901272089475-29998950421224725r1470892159.m3u8
61385709100361200,61385695102514500,55480165651717700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61385695102514543/hls/61385695102514543-55480165651717732r1470893015.m3u8
61386719044728100,61386713515168200,53217213397612500,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61386713515168266/hls/61386713515168266-53217213397612529r1470893500.m3u8
61387036033447200,61387030260617700,49281142775358700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61387030260617741/hls/61387030260617741-49281142775358737r1470893651.m3u8
61387945069139100,61387944071537500,52159828992205700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61387944071537580/hls/61387944071537580-52159828992205772r1470894087.m3u8
61387979309339800,61387975629478300,53849093989999100,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61387975629478376/hls/61387975629478376-53849093989999127r1470894102.m3u8
61387979309339800,61387975629478300,53849093989999100,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61387975629478376/hls/61387975629478376-53849093989999127r1470895122.m3u8
61387979309339800,61387975629478300,53849093989999100,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61387975629478376/hls/61387975629478376-53849093989999127r1470895410.m3u8
61388133745710200,61388133536634800,53782875536890400,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61388133536634818/hls/61388133536634818-53782875536890474r1470894177.m3u8
61389443683477000,61389438684505000,54333189488918700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61389438684505013/hls/61389438684505013-54333189488918772r1470894800.m3u8
61389443683477000,61389438684505000,54333189488918700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61389438684505013/hls/61389438684505013-54333189488918772r1470895267.m3u8
61389443683477000,61389438684505000,54333189488918700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61389438684505013/hls/61389438684505013-54333189488918772r1470895449.m3u8
61389443683477000,61389438684505000,54333189488918700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61389438684505013/hls/61389438684505013-54333189488918772r1470895757.m3u8
61389443683477000,61389438684505000,54333189488918700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61389438684505013/hls/61389438684505013-54333189488918772r1470896188.m3u8
61389443683477000,61389438684505000,54333189488918700,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61389438684505013/hls/61389438684505013-54333189488918772r1470896633.m3u8
61390429879690800,61390429297325400,47682196185552100,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61390429297325447/hls/61390429297325447-47682196185552116r1470895272.m3u8
61390713412539500,61390707058816300,53217213397612500,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61390707058816392/hls/61390707058816392-53217213397612529r1470895405.m3u8
61390755634500800,61390744904014300,46469983256974000,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/61390744904014324/hls/61390744904014324-46469983256974041r1470895423.m3u8
