Group_ID,Room,Session,Performer,Video_Name,Video_Index
754,61959500000000000,61959500000000000,42714500000000000,61959492509639291-42714514719771059r1471166917.m3u8.mp4,3
754,61959500000000000,61959500000000000,42714500000000000,61959492509639291-42714514719771059r1471167235.m3u8.mp4,4
754,61959500000000000,61959500000000000,42714500000000000,61959492509639291-42714514719771059r1471167351.m3u8.mp4,5
754,61959500000000000,61959500000000000,42714500000000000,61959492509639291-42714514719771059r1471167384.m3u8.mp4,6
754,61959500000000000,61959500000000000,42714500000000000,61959492509639291-42714514719771059r1471167416.m3u8.mp4,7
755,61959600000000000,61959600000000000,52553600000000000,61959554532917367-52553573812156601r1471166652.m3u8.mp4,1
756,61960100000000000,61960000000000000,47951600000000000,61960034822668415-47951615633655938r1471166896.m3u8.mp4,1
756,61960100000000000,61960000000000000,47951600000000000,61960034822668415-47951615633655938r1471167273.m3u8.mp4,2
756,61960100000000000,61960000000000000,47951600000000000,61960034822668415-47951615633655938r1471167283.m3u8.mp4,3
756,61960100000000000,61960000000000000,47951600000000000,61960034822668415-47951615633655938r1471167522.m3u8.mp4,4
756,61960100000000000,61960000000000000,47951600000000000,61960034822668415-47951615633655938r1471167785.m3u8.mp4,5
756,61960100000000000,61960000000000000,47951600000000000,61960034822668415-47951615633655938r1471169437.m3u8.mp4,6
756,61960100000000000,61960000000000000,47951600000000000,61960034822668415-47951615633655938r1471169614.m3u8.mp4,7
757,61960500000000000,61960500000000000,52192400000000000,61960534511075473-52192388243789856r1471167119.m3u8.mp4,1
758,61961700000000000,61961700000000000,55101400000000000,61961726773434001-55101412352210556r1471167688.m3u8.mp4,1
758,61961700000000000,61961700000000000,55101400000000000,61961726773434001-55101412352210556r1471167801.m3u8.mp4,2
759,61962600000000000,61962600000000000,54875000000000000,61962552654960278-54874951441714704r1471168082.m3u8.mp4,1
759,61962600000000000,61962600000000000,54875000000000000,61962552654960278-54874951441714704r1471168150.m3u8.mp4,2
760,61962800000000000,61962800000000000,55101400000000000,61962799978397860-55101412352210556r1471168200.m3u8.mp4,1
760,61962800000000000,61962800000000000,55101400000000000,61962799978397860-55101412352210556r1471168309.m3u8.mp4,2
761,61963800000000000,61963700000000000,52470900000000000,61963732638505626-52470924357673800r1471168644.m3u8.mp4,1
762,61964300000000000,61964300000000000,53849100000000000,61964267856871599-53849093989999127r1471168900.m3u8.mp4,1
762,61964300000000000,61964300000000000,53849100000000000,61964267856871599-53849093989999127r1471168924.m3u8.mp4,2
762,61964300000000000,61964300000000000,53849100000000000,61964267856871599-53849093989999127r1471168986.m3u8.mp4,3
762,61964300000000000,61964300000000000,53849100000000000,61964267856871599-53849093989999127r1471169000.m3u8.mp4,4
763,61964400000000000,61964400000000000,52470900000000000,61964369493235365-52470924357673800r1471168948.m3u8.mp4,1
764,61964600000000000,61964600000000000,52470900000000000,61964601448732714-52470924357673800r1471169059.m3u8.mp4,1
765,61965500000000000,61965500000000000,55480200000000000,61965525256774709-55480165651717732r1471169499.m3u8.mp4,1
766,61967900000000000,61967900000000000,54173300000000000,61967899878759089-54173263735042125r1471170631.m3u8.mp4,1
767,61968100000000000,61968100000000000,43446000000000000,61968114218179253-43445978767789165r1471170734.m3u8.mp4,1
768,61969000000000000,61969000000000000,51131800000000000,61968990475396171-51131841515628593r1471171152.m3u8.mp4,1
769,61972000000000000,61972000000000000,53825700000000000,61971992496065183-53825700762756884r1471172583.m3u8.mp4,1
770,61972100000000000,61972100000000000,53782900000000000,61972147494462147-53782875536890474r1471172657.m3u8.mp4,1
771,61972800000000000,61972800000000000,37171200000000000,61972775887180924-37171206849282286r1471172957.m3u8.mp4,1
771,61972800000000000,61972800000000000,37171200000000000,61972775887180924-37171206849282286r1471173055.m3u8.mp4,2
771,61972800000000000,61972800000000000,37171200000000000,61972775887180924-37171206849282286r1471173096.m3u8.mp4,3
771,61972800000000000,61972800000000000,37171200000000000,61972775887180924-37171206849282286r1471173263.m3u8.mp4,4
771,61972800000000000,61972800000000000,37171200000000000,61972775887180924-37171206849282286r1471173331.m3u8.mp4,5
771,61972800000000000,61972800000000000,37171200000000000,61972775887180924-37171206849282286r1471173436.m3u8.mp4,6
772,61973200000000000,61973200000000000,54875000000000000,61973215051784906-54874951441714704r1471173166.m3u8.mp4,1
773,61973800000000000,61973700000000000,55480200000000000,61973738209415936-55480165651717732r1471173415.m3u8.mp4,1
774,61975500000000000,61975500000000000,47682200000000000,61975525358312615-47682196185552116r1471174268.m3u8.mp4,1
775,61975600000000000,61975600000000000,31045600000000000,61975615250634859-31045571313558736r1471174310.m3u8.mp4,1
776,61976100000000000,61976100000000000,51963900000000000,61976096987420406-51963866757732887r1471174540.m3u8.mp4,1
777,61976600000000000,61976600000000000,54173300000000000,61976610628181169-54173263735042125r1471174785.m3u8.mp4,1
778,61977400000000000,61977400000000000,28385500000000000,61977421429088996-28385471671136325r1471175172.m3u8.mp4,1
778,61977400000000000,61977400000000000,28385500000000000,61977421429088996-28385471671136325r1471178232.m3u8.mp4,2
779,61977800000000000,61977800000000000,54865500000000000,61977812459854595-54865452129591606r1471175358.m3u8.mp4,1
780,61978600000000000,61978500000000000,55204600000000000,61978546236560556-55204569197583765r1471175708.m3u8.mp4,1
781,61980500000000000,61980400000000000,55054900000000000,61980448806409036-55054874794016376r1471176615.m3u8.mp4,1
782,61980900000000000,61980900000000000,53782900000000000,61980936733988998-53782875536890474r1471176848.m3u8.mp4,1
783,61982800000000000,61982800000000000,55204600000000000,61982821675179236-55204569197583765r1471177747.m3u8.mp4,1
784,61982900000000000,61982800000000000,42211000000000000,61982841386310444-42211002734872910r1471177756.m3u8.mp4,1
785,61983300000000000,61983200000000000,55480200000000000,61983226639436550-55480165651717732r1471177940.m3u8.mp4,1
786,61983300000000000,61983300000000000,28483500000000000,61983299928593246-28483468358675900r1471177975.m3u8.mp4,1
787,61983600000000000,61983500000000000,55480200000000000,61983548155906825-55480165651717732r1471178093.m3u8.mp4,1
787,61983600000000000,61983500000000000,55480200000000000,61983548155906825-55480165651717732r1471178182.m3u8.mp4,2
788,61983600000000000,61983600000000000,25514900000000000,61983604112104681-25514913254267592r1471178120.m3u8.mp4,1
789,61984600000000000,61984600000000000,52683400000000000,61984580703374095-52683441243695171r1471178586.m3u8.mp4,1
790,61984600000000000,61984600000000000,53082600000000000,61984581468820709-53082591795886216r1471178586.m3u8.mp4,1
791,61984700000000000,61984700000000000,28483500000000000,61984702648558356-28483468358675900r1471178644.m3u8.mp4,1
792,61986700000000000,61986700000000000,50723200000000000,61986721396441421-50723234246563853r1471179606.m3u8.mp4,1
792,61986700000000000,61986700000000000,50723200000000000,61986721396441421-50723234246563853r1471181185.m3u8.mp4,2
793,61986900000000000,61986900000000000,31045600000000000,61986852791405346-31045571313558736r1471179669.m3u8.mp4,1
794,61988400000000000,61988300000000000,55579100000000000,61988348931087623-55579094410080624r1471180382.m3u8.mp4,1
795,61988400000000000,61988400000000000,52553600000000000,61988355356773164-52553573812156601r1471180385.m3u8.mp4,1
796,61988700000000000,61988700000000000,49821900000000000,61988739882161424-49821859146901565r1471180569.m3u8.mp4,1
797,61989100000000000,61989100000000000,47682200000000000,61989066796701534-47682196185552116r1471180725.m3u8.mp4,1
798,61989300000000000,61989300000000000,51132400000000000,61989297800092508-51132449435951656r1471180835.m3u8.mp4,1
799,61989400000000000,61989400000000000,18687900000000000,61989431344633110-18687908944437327r1471180898.m3u8.mp4,1
800,61989900000000000,61989900000000000,53604800000000000,61989853128037657-53604774286737927r1471181100.m3u8.mp4,1
800,61989900000000000,61989900000000000,53604800000000000,61989853128037657-53604774286737927r1471185010.m3u8.mp4,2
801,61990300000000000,61990200000000000,48398500000000000,61990235327698790-48398468531618736r1471181282.m3u8.mp4,1
802,61990300000000000,61990300000000000,51131800000000000,61990252622912789-51131841515628593r1471181290.m3u8.mp4,1
803,61990800000000000,61990800000000000,52052200000000000,61990753905154918-52052212664243901r1471181529.m3u8.mp4,1
803,61990800000000000,61990800000000000,52052200000000000,61990753905154918-52052212664243901r1471181879.m3u8.mp4,2
803,61990800000000000,61990800000000000,52052200000000000,61990753905154918-52052212664243901r1471182141.m3u8.mp4,3
803,61990800000000000,61990800000000000,52052200000000000,61990753905154918-52052212664243901r1471182429.m3u8.mp4,4
803,61990800000000000,61990800000000000,52052200000000000,61990753905154918-52052212664243901r1471185989.m3u8.mp4,5
803,61990800000000000,61990800000000000,52052200000000000,61990753905154918-52052212664243901r1471189787.m3u8.mp4,6
804,61991000000000000,61991000000000000,50161900000000000,61991034982245197-50161933812248163r1471181663.m3u8.mp4,1
805,61991300000000000,61991300000000000,55421900000000000,61991319618196776-55421871140644062r1471181799.m3u8.mp4,1
806,61991500000000000,61991100000000000,54173300000000000,61991091546627355-54173263735042125r1471181690.m3u8.mp4,1
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471181876.m3u8.mp4,1
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471181972.m3u8.mp4,2
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471181990.m3u8.mp4,3
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471182038.m3u8.mp4,4
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471182631.m3u8.mp4,5
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471183878.m3u8.mp4,6
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471183883.m3u8.mp4,7
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471183919.m3u8.mp4,8
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471183941.m3u8.mp4,9
807,61991500000000000,61991500000000000,52728200000000000,61991480337638649-52728225823993345r1471183979.m3u8.mp4,10
808,61992000000000000,61992000000000000,55421900000000000,61992008029313906-55421871140644062r1471182127.m3u8.mp4,1
808,61992000000000000,61992000000000000,55421900000000000,61992008029313906-55421871140644062r1471182608.m3u8.mp4,2
809,61992500000000000,61992500000000000,48900700000000000,61992547523761054-48900738901872877r1471182384.m3u8.mp4,1
810,61993900000000000,61993900000000000,55586100000000000,61993891487817007-55586103205305764r1471183025.m3u8.mp4,1
810,61993900000000000,61993900000000000,55586100000000000,61993891487817007-55586103205305764r1471183113.m3u8.mp4,2
811,61994500000000000,61994500000000000,18687900000000000,61994486527435653-18687908944437327r1471183309.m3u8.mp4,1
811,61994500000000000,61994500000000000,18687900000000000,61994486527435653-18687908944437327r1471183347.m3u8.mp4,2
812,61994500000000000,61994500000000000,55586100000000000,61994519840695577-55586103205305764r1471183325.m3u8.mp4,1
812,61994500000000000,61994500000000000,55586100000000000,61994519840695577-55586103205305764r1471183334.m3u8.mp4,2
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471183686.m3u8.mp4,1
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471183731.m3u8.mp4,2
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471183762.m3u8.mp4,3
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471183776.m3u8.mp4,4
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471183822.m3u8.mp4,5
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471184021.m3u8.mp4,6
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471184104.m3u8.mp4,7
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471184165.m3u8.mp4,8
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471184235.m3u8.mp4,9
813,61995300000000000,61995300000000000,55586100000000000,61995278072288176-55586103205305764r1471184269.m3u8.mp4,10
814,61995600000000000,61995500000000000,55480200000000000,61995485619037068-55480165651717732r1471183785.m3u8.mp4,1
815,61996700000000000,61996700000000000,18687900000000000,61996673297028434-18687908944437327r1471184352.m3u8.mp4,1
816,61996700000000000,61996700000000000,51674500000000000,61996660414223697-51674492214186633r1471184346.m3u8.mp4,1
817,61997000000000000,61997000000000000,35552100000000000,61997026958646593-35552146497689326r1471184520.m3u8.mp4,1
818,61997400000000000,61997400000000000,53255700000000000,61997401918935991-53255704229715473r1471184705.m3u8.mp4,1
818,61997400000000000,61997400000000000,53255700000000000,61997401918935991-53255704229715473r1471185011.m3u8.mp4,2
818,61997400000000000,61997400000000000,53255700000000000,61997401918935991-53255704229715473r1471185027.m3u8.mp4,3
818,61997400000000000,61997400000000000,53255700000000000,61997401918935991-53255704229715473r1471186384.m3u8.mp4,4
818,61997400000000000,61997400000000000,53255700000000000,61997401918935991-53255704229715473r1471186397.m3u8.mp4,5
819,61997500000000000,61997400000000000,18687900000000000,61997448930793752-18687908944437327r1471184722.m3u8.mp4,1
820,61997500000000000,61997500000000000,55586100000000000,61997494378173368-55586103205305764r1471184743.m3u8.mp4,1
821,61997600000000000,61997600000000000,55480200000000000,61997574090932622-55480165651717732r1471184781.m3u8.mp4,1
822,61997800000000000,61997800000000000,55586100000000000,61997820766332229-55586103205305764r1471184899.m3u8.mp4,1
822,61997800000000000,61997800000000000,55586100000000000,61997820766332229-55586103205305764r1471184915.m3u8.mp4,2
822,61997800000000000,61997800000000000,55586100000000000,61997820766332229-55586103205305764r1471184920.m3u8.mp4,3
822,61997800000000000,61997800000000000,55586100000000000,61997820766332229-55586103205305764r1471184980.m3u8.mp4,4
822,61997800000000000,61997800000000000,55586100000000000,61997820766332229-55586103205305764r1471185184.m3u8.mp4,5
822,61997800000000000,61997800000000000,55586100000000000,61997820766332229-55586103205305764r1471185245.m3u8.mp4,6
823,61998600000000000,61998600000000000,49281100000000000,61998611078063437-49281142775358737r1471185276.m3u8.mp4,1
823,61998600000000000,61998600000000000,49281100000000000,61998611078063437-49281142775358737r1471186463.m3u8.mp4,2
824,61998800000000000,61998800000000000,53458400000000000,61998796925573043-53458398139660380r1471185364.m3u8.mp4,1
825,61999200000000000,61999200000000000,52248800000000000,61999204601439569-52248810123966188r1471185559.m3u8.mp4,1
826,61999900000000000,61999900000000000,55101400000000000,61999859755914181-55101412352210556r1471185893.m3u8.mp4,1
826,61999900000000000,61999900000000000,55101400000000000,61999859755914181-55101412352210556r1471186755.m3u8.mp4,2
826,61999900000000000,61999900000000000,55101400000000000,61999859755914181-55101412352210556r1471194860.m3u8.mp4,3
827,62000600000000000,62000600000000000,37297100000000000,62000579267793866-37297144169742716r1471186214.m3u8.mp4,1
828,62001400000000000,62001400000000000,51131800000000000,62001372396011938-51131841515628593r1471186592.m3u8.mp4,1
829,62002000000000000,62001900000000000,32750100000000000,62001949037304109-32750136595503502r1471186867.m3u8.mp4,1
830,62003400000000000,62003400000000000,48404600000000000,62003369566279030-48404592186101330r1471187545.m3u8.mp4,1
831,62003500000000000,62003500000000000,53825700000000000,62003512992602420-53825700762756884r1471187613.m3u8.mp4,1
832,62003900000000000,62003900000000000,51614200000000000,62003906212799840-51614244159886004r1471187801.m3u8.mp4,1
832,62003900000000000,62003900000000000,51614200000000000,62003906212799840-51614244159886004r1471188742.m3u8.mp4,2
832,62003900000000000,62003900000000000,51614200000000000,62003906212799840-51614244159886004r1471188965.m3u8.mp4,3
832,62003900000000000,62003900000000000,51614200000000000,62003906212799840-51614244159886004r1471189013.m3u8.mp4,4
833,62004400000000000,62004400000000000,51963900000000000,62004384120182137-51963866757732887r1471188029.m3u8.mp4,1
834,62004600000000000,62004600000000000,51710700000000000,62004597071287252-51710656344237970r1471188130.m3u8.mp4,1
835,62004800000000000,62004800000000000,52868300000000000,62004800039949271-52868343920602753r1471188227.m3u8.mp4,1
835,62004800000000000,62004800000000000,52868300000000000,62004800039949271-52868343920602753r1471188607.m3u8.mp4,2
836,62006300000000000,62006300000000000,54334000000000000,62006290194376042-54333967911894250r1471188937.m3u8.mp4,1
836,62006300000000000,62006300000000000,54334000000000000,62006290194376042-54333967911894250r1471189052.m3u8.mp4,2
836,62006300000000000,62006300000000000,54334000000000000,62006290194376042-54333967911894250r1471189113.m3u8.mp4,3
836,62006300000000000,62006300000000000,54334000000000000,62006290194376042-54333967911894250r1471189123.m3u8.mp4,4
836,62006300000000000,62006300000000000,54334000000000000,62006290194376042-54333967911894250r1471189343.m3u8.mp4,5
837,62006800000000000,62006800000000000,55421900000000000,62006768590408584-55421871140644062r1471189166.m3u8.mp4,1
838,62006900000000000,62006900000000000,53782900000000000,62006879802365319-53782875536890474r1471189219.m3u8.mp4,1
839,62006900000000000,62006900000000000,55421900000000000,62006918201219399-55421871140644062r1471189237.m3u8.mp4,1
840,62007300000000000,62007300000000000,51674500000000000,62007330597771595-51674492214186633r1471189434.m3u8.mp4,1
841,62007300000000000,62007300000000000,55421900000000000,62007250601908553-55421871140644062r1471189395.m3u8.mp4,1
842,62007400000000000,62007400000000000,55421900000000000,62007399646514060-55421871140644062r1471189466.m3u8.mp4,1
843,62007600000000000,62007600000000000,42714500000000000,62007584309136269-42714514719771059r1471189554.m3u8.mp4,1
844,62007700000000000,62007700000000000,55421900000000000,62007722517730699-55421871140644062r1471189620.m3u8.mp4,1
845,62008200000000000,62008200000000000,54666800000000000,62008181060026812-54666765155714022r1471189839.m3u8.mp4,1
845,62008200000000000,62008200000000000,54666800000000000,62008181060026812-54666765155714022r1471192541.m3u8.mp4,2
845,62008200000000000,62008200000000000,54666800000000000,62008181060026812-54666765155714022r1471192571.m3u8.mp4,3
845,62008200000000000,62008200000000000,54666800000000000,62008181060026812-54666765155714022r1471192658.m3u8.mp4,4
845,62008200000000000,62008200000000000,54666800000000000,62008181060026812-54666765155714022r1471192661.m3u8.mp4,5
846,62009800000000000,62009800000000000,52192400000000000,62009828934948830-52192388243789856r1471190625.m3u8.mp4,1
846,62009800000000000,62009800000000000,52192400000000000,62009828934948830-52192388243789856r1471190632.m3u8.mp4,2
847,62010600000000000,62010600000000000,55421900000000000,62010552200743837-55421871140644062r1471190970.m3u8.mp4,1
848,62011200000000000,62011200000000000,52159800000000000,62011218025522563-52159828992205772r1471191287.m3u8.mp4,1
849,62011400000000000,62011400000000000,50723200000000000,62011371172144517-50723234246563853r1471191360.m3u8.mp4,1
850,62011900000000000,62011900000000000,51663500000000000,62011930384012263-51663525071820946r1471191627.m3u8.mp4,1
851,62012000000000000,62012000000000000,51674500000000000,62012022191037379-51674492214186633r1471191671.m3u8.mp4,1
852,62012200000000000,62012200000000000,51674500000000000,62012217523968964-51674492214186633r1471191764.m3u8.mp4,1
853,62013600000000000,62013600000000000,51131800000000000,62013590489535897-51131841515628593r1471192418.m3u8.mp4,1
854,62014100000000000,62014000000000000,54704400000000000,62014046198568935-54704420952224311r1471192636.m3u8.mp4,1
855,62015400000000000,62015300000000000,54173300000000000,62015348766939489-54173263735042125r1471193257.m3u8.mp4,1
856,62016000000000000,62016000000000000,32750100000000000,62016019585046884-32750136595503502r1471193577.m3u8.mp4,1
857,62016500000000000,62016500000000000,51674500000000000,62016544915341772-51674492214186633r1471193827.m3u8.mp4,1
858,62023600000000000,62023600000000000,41365700000000000,62023624871125990-41365734051282735r1471197203.m3u8.mp4,1
858,62023600000000000,62023600000000000,41365700000000000,62023624871125990-41365734051282735r1471197378.m3u8.mp4,2
858,62023600000000000,62023600000000000,41365700000000000,62023624871125990-41365734051282735r1471197532.m3u8.mp4,3
858,62023600000000000,62023600000000000,41365700000000000,62023624871125990-41365734051282735r1471197611.m3u8.mp4,4
858,62023600000000000,62023600000000000,41365700000000000,62023624871125990-41365734051282735r1471197770.m3u8.mp4,5
858,62023600000000000,62023600000000000,41365700000000000,62023624871125990-41365734051282735r1471197878.m3u8.mp4,6
858,62023600000000000,62023600000000000,41365700000000000,62023624871125990-41365734051282735r1471197921.m3u8.mp4,7
858,62023600000000000,62023600000000000,41365700000000000,62023624871125990-41365734051282735r1471198163.m3u8.mp4,8
859,62027900000000000,62027900000000000,53825700000000000,62027921218345957-53825700762756884r1471199252.m3u8.mp4,1
860,62028000000000000,62028000000000000,53825700000000000,62027963706645898-53825700762756884r1471199272.m3u8.mp4,1
861,62030100000000000,62030000000000000,52399300000000000,62030046568650161-52399330958516004r1471200265.m3u8.mp4,1
861,62030100000000000,62030000000000000,52399300000000000,62030046568650161-52399330958516004r1471205524.m3u8.mp4,2
861,62030100000000000,62030000000000000,52399300000000000,62030046568650161-52399330958516004r1471205893.m3u8.mp4,3
861,62030100000000000,62030000000000000,52399300000000000,62030046568650161-52399330958516004r1471206417.m3u8.mp4,4
862,62034700000000000,62034700000000000,52052200000000000,62034655647376368-52052212664243901r1471202463.m3u8.mp4,1
863,62036100000000000,62036100000000000,53568500000000000,62036112780039603-53568543410625422r1471203158.m3u8.mp4,1
863,62036100000000000,62036100000000000,53568500000000000,62036112780039603-53568543410625422r1471203171.m3u8.mp4,2
864,62040800000000000,62040800000000000,45566100000000000,62040784217590732-45566142774776906r1471205385.m3u8.mp4,1
865,62044900000000000,62044900000000000,45566100000000000,62044927015523326-45566142774776906r1471207361.m3u8.mp4,1
866,62058000000000000,62058000000000000,43446000000000000,62057961572276597-43445978767789165r1471213576.m3u8.mp4,1
867,62066000000000000,62066000000000000,52470900000000000,62066019170012115-52470924357673800r1471217418.m3u8.mp4,1
868,62066300000000000,62066300000000000,50723200000000000,62066266554244508-50723234246563853r1471217536.m3u8.mp4,1
869,62068200000000000,62068200000000000,53604800000000000,62068172244653510-53604774286737927r1471218445.m3u8.mp4,1
870,62070900000000000,62070900000000000,48577100000000000,62070916120582660-48577107659329705r1471219753.m3u8.mp4,1
871,62072600000000000,62072600000000000,52865300000000000,62072642240255510-52865298207877120r1471220577.m3u8.mp4,1
872,62073700000000000,62073700000000000,53849100000000000,62073650156673544-53849093989999127r1471221057.m3u8.mp4,1
873,62073800000000000,62073800000000000,54666800000000000,62073825763806170-54666765155714022r1471221141.m3u8.mp4,1
874,62076600000000000,62076600000000000,32951600000000000,62076596263078878-32951597816271694r1471222462.m3u8.mp4,1
875,62077000000000000,62077000000000000,32951600000000000,62077013105590772-32951597816271694r1471222661.m3u8.mp4,1
875,62077000000000000,62077000000000000,32951600000000000,62077013105590772-32951597816271694r1471222858.m3u8.mp4,2
876,62077400000000000,62077400000000000,47682200000000000,62077414523540949-47682196185552116r1471222852.m3u8.mp4,1
877,62078600000000000,62078600000000000,32951600000000000,62078558828239376-32951597816271694r1471223398.m3u8.mp4,1
877,62078600000000000,62078600000000000,32951600000000000,62078558828239376-32951597816271694r1471223403.m3u8.mp4,2
877,62078600000000000,62078600000000000,32951600000000000,62078558828239376-32951597816271694r1471223449.m3u8.mp4,3
878,62078800000000000,62078800000000000,52683400000000000,62078797268133325-52683441243695171r1471223511.m3u8.mp4,1
879,62079300000000000,62079300000000000,37297100000000000,62079335196005927-37297144169742716r1471223768.m3u8.mp4,1
880,62080800000000000,62080700000000000,55260000000000000,62080744681381300-55260010820676628r1471224440.m3u8.mp4,1
880,62080800000000000,62080700000000000,55260000000000000,62080744681381300-55260010820676628r1471226018.m3u8.mp4,2
881,62082400000000000,62082400000000000,52865300000000000,62082383175751138-52865298207877120r1471225221.m3u8.mp4,1
882,62082600000000000,62082600000000000,52333200000000000,62082618186809350-52333209270099838r1471225333.m3u8.mp4,1
883,62083900000000000,62083900000000000,53849100000000000,62083910875485743-53849093989999127r1471225950.m3u8.mp4,1
883,62083900000000000,62083900000000000,53849100000000000,62083910875485743-53849093989999127r1471225981.m3u8.mp4,2
884,62084000000000000,62084000000000000,51614000000000000,62083981828430371-51613980927465734r1471225984.m3u8.mp4,1
884,62084000000000000,62084000000000000,51614000000000000,62083981828430371-51613980927465734r1471226816.m3u8.mp4,2
884,62084000000000000,62084000000000000,51614000000000000,62083981828430371-51613980927465734r1471226821.m3u8.mp4,3
884,62084000000000000,62084000000000000,51614000000000000,62083981828430371-51613980927465734r1471226885.m3u8.mp4,4
884,62084000000000000,62084000000000000,51614000000000000,62083981828430371-51613980927465734r1471227052.m3u8.mp4,5
884,62084000000000000,62084000000000000,51614000000000000,62083981828430371-51613980927465734r1471228390.m3u8.mp4,6
885,62085700000000000,62085700000000000,51614200000000000,62085691277842983-51614244159886004r1471226799.m3u8.mp4,1
885,62085700000000000,62085700000000000,51614200000000000,62085691277842983-51614244159886004r1471227809.m3u8.mp4,2
885,62085700000000000,62085700000000000,51614200000000000,62085691277842983-51614244159886004r1471227873.m3u8.mp4,3
886,62087500000000000,62087500000000000,48900700000000000,62087517584769065-48900738901872877r1471227670.m3u8.mp4,1
887,62090100000000000,62090100000000000,52159800000000000,62090062057193521-52159828992205772r1471228883.m3u8.mp4,1
888,62092100000000000,62092100000000000,54333200000000000,62092091420844601-54333189488918772r1471229851.m3u8.mp4,1
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471230112.m3u8.mp4,1
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471230695.m3u8.mp4,2
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471230898.m3u8.mp4,3
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471231245.m3u8.mp4,4
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471231616.m3u8.mp4,5
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471232128.m3u8.mp4,6
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471232803.m3u8.mp4,7
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471232996.m3u8.mp4,8
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471233122.m3u8.mp4,9
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471233335.m3u8.mp4,10
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471233735.m3u8.mp4,11
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471234117.m3u8.mp4,12
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471234513.m3u8.mp4,13
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471234602.m3u8.mp4,14
889,62092600000000000,62092600000000000,54333200000000000,62092640218270235-54333189488918772r1471234910.m3u8.mp4,15
890,62093400000000000,62093400000000000,48592500000000000,62093358893372431-48592486907513125r1471230455.m3u8.mp4,1
891,62094500000000000,62094500000000000,50723200000000000,62094481157002259-50723234246563853r1471230990.m3u8.mp4,1
892,62094900000000000,62094800000000000,52868300000000000,62094843188351579-52868343920602753r1471231163.m3u8.mp4,1
892,62094900000000000,62094800000000000,52868300000000000,62094843188351579-52868343920602753r1471231852.m3u8.mp4,2
892,62094900000000000,62094800000000000,52868300000000000,62094843188351579-52868343920602753r1471234978.m3u8.mp4,3
892,62094900000000000,62094800000000000,52868300000000000,62094843188351579-52868343920602753r1471236427.m3u8.mp4,4
893,62095200000000000,62095200000000000,55248700000000000,62095168863488549-55248708685537676r1471231318.m3u8.mp4,1
894,62098600000000000,62098600000000000,55586100000000000,62098606668126826-55586103205305764r1471232957.m3u8.mp4,1
895,62098700000000000,62098700000000000,51614000000000000,62098652474120696-51613980927465734r1471232979.m3u8.mp4,1
895,62098700000000000,62098700000000000,51614000000000000,62098652474120696-51613980927465734r1471232996.m3u8.mp4,2
895,62098700000000000,62098700000000000,51614000000000000,62098652474120696-51613980927465734r1471233186.m3u8.mp4,3
896,62099700000000000,62099700000000000,32951600000000000,62099677205504613-32951597816271694r1471233468.m3u8.mp4,1
897,62099800000000000,62099800000000000,52333200000000000,62099761676690466-52333209270099838r1471233508.m3u8.mp4,1
