Group_ID,Room,Session,Performer,Video_Name,Video_Index
58,61374800000000000,61374800000000000,32951600000000000,61374831723026202-32951597816271694r1470887835.m3u8.mp4,1
58,61374800000000000,61374800000000000,32951600000000000,61374831723026202-32951597816271694r1470887866.m3u8.mp4,2
59,61375900000000000,61375900000000000,52172100000000000,61375903233482012-52172083005756174r1470888345.m3u8.mp4,1
60,61376000000000000,61376000000000000,53849100000000000,61375975457298757-53849093989999127r1470888380.m3u8.mp4,1
60,61376000000000000,61376000000000000,53849100000000000,61375975457298757-53849093989999127r1470889218.m3u8.mp4,2
61,61377500000000000,61377500000000000,52553600000000000,61377496758629688-52553573812156601r1470889105.m3u8.mp4,1
61,61377500000000000,61377500000000000,52553600000000000,61377496758629688-52553573812156601r1470896087.m3u8.mp4,2
62,61377500000000000,61377500000000000,55480200000000000,61377482596562231-55480165651717732r1470889099.m3u8.mp4,1
62,61377500000000000,61377500000000000,55480200000000000,61377482596562231-55480165651717732r1470891524.m3u8.mp4,2
62,61377500000000000,61377500000000000,55480200000000000,61377482596562231-55480165651717732r1470892884.m3u8.mp4,3
63,61377800000000000,61377800000000000,55204600000000000,61377804305961904-55204569197583765r1470889252.m3u8.mp4,1
64,61381900000000000,61381800000000000,55054900000000000,61381849846388628-55054874794016376r1470891181.m3u8.mp4,1
65,61382900000000000,61382900000000000,55204600000000000,61382867080452550-55204569197583765r1470891666.m3u8.mp4,1
66,61383900000000000,61383900000000000,29999000000000000,61383901272089475-29998950421224725r1470892159.m3u8.mp4,1
67,61385700000000000,61385700000000000,55480200000000000,61385695102514543-55480165651717732r1470893015.m3u8.mp4,1
68,61386700000000000,61386700000000000,53217200000000000,61386713515168266-53217213397612529r1470893500.m3u8.mp4,1
69,61387000000000000,61387000000000000,49281100000000000,61387030260617741-49281142775358737r1470893651.m3u8.mp4,1
70,61387900000000000,61387900000000000,52159800000000000,61387944071537580-52159828992205772r1470894087.m3u8.mp4,1
71,61388000000000000,61388000000000000,53849100000000000,61387975629478376-53849093989999127r1470894102.m3u8.mp4,1
71,61388000000000000,61388000000000000,53849100000000000,61387975629478376-53849093989999127r1470895122.m3u8.mp4,2
71,61388000000000000,61388000000000000,53849100000000000,61387975629478376-53849093989999127r1470895410.m3u8.mp4,3
72,61388100000000000,61388100000000000,53782900000000000,61388133536634818-53782875536890474r1470894177.m3u8.mp4,1
73,61389400000000000,61389400000000000,54333200000000000,61389438684505013-54333189488918772r1470894800.m3u8.mp4,1
73,61389400000000000,61389400000000000,54333200000000000,61389438684505013-54333189488918772r1470895267.m3u8.mp4,2
73,61389400000000000,61389400000000000,54333200000000000,61389438684505013-54333189488918772r1470895449.m3u8.mp4,3
73,61389400000000000,61389400000000000,54333200000000000,61389438684505013-54333189488918772r1470895757.m3u8.mp4,4
73,61389400000000000,61389400000000000,54333200000000000,61389438684505013-54333189488918772r1470896188.m3u8.mp4,5
73,61389400000000000,61389400000000000,54333200000000000,61389438684505013-54333189488918772r1470896633.m3u8.mp4,6
74,61390400000000000,61390400000000000,47682200000000000,61390429297325447-47682196185552116r1470895272.m3u8.mp4,1
75,61390700000000000,61390700000000000,53217200000000000,61390707058816392-53217213397612529r1470895405.m3u8.mp4,1
76,61390800000000000,61390700000000000,46470000000000000,61390744904014324-46469983256974041r1470895423.m3u8.mp4,1
76,61390800000000000,61390700000000000,46470000000000000,61390744904014324-46469983256974041r1470895610.m3u8.mp4,2
76,61390800000000000,61390700000000000,46470000000000000,61390744904014324-46469983256974041r1470898540.m3u8.mp4,3
76,61390800000000000,61390700000000000,46470000000000000,61390744904014324-46469983256974041r1470898603.m3u8.mp4,4
77,61391800000000000,61391800000000000,54875000000000000,61391765371887024-54874951441714704r1470895909.m3u8.mp4,1
78,61393100000000000,61393100000000000,55294900000000000,61393068814771692-55294940529303342r1470896531.m3u8.mp4,1
78,61393100000000000,61393100000000000,55294900000000000,61393068814771692-55294940529303342r1470898479.m3u8.mp4,2
79,61393500000000000,61393500000000000,49821900000000000,61393516311353348-49821859146901565r1470896744.m3u8.mp4,1
80,61395900000000000,61395900000000000,49281100000000000,61395902429926868-49281142775358737r1470897882.m3u8.mp4,1
81,61396400000000000,61396400000000000,55480200000000000,61396431094683144-55480165651717732r1470898134.m3u8.mp4,1
82,61397500000000000,61397400000000000,52192400000000000,61397440032421299-52192388243789856r1470898615.m3u8.mp4,1
83,61398000000000000,61398000000000000,54875000000000000,61397982469173793-54874951441714704r1470898874.m3u8.mp4,1
83,61398000000000000,61398000000000000,54875000000000000,61397982469173793-54874951441714704r1470899872.m3u8.mp4,2
83,61398000000000000,61398000000000000,54875000000000000,61397982469173793-54874951441714704r1470902220.m3u8.mp4,3
83,61398000000000000,61398000000000000,54875000000000000,61397982469173793-54874951441714704r1470902516.m3u8.mp4,4
83,61398000000000000,61398000000000000,54875000000000000,61397982469173793-54874951441714704r1470904734.m3u8.mp4,5
83,61398000000000000,61398000000000000,54875000000000000,61397982469173793-54874951441714704r1470904815.m3u8.mp4,6
83,61398000000000000,61398000000000000,54875000000000000,61397982469173793-54874951441714704r1470904881.m3u8.mp4,7
84,61399400000000000,61399400000000000,46470000000000000,61399380485217245-46469983256974041r1470899540.m3u8.mp4,1
85,61400100000000000,61400000000000000,55248700000000000,61400027473386985-55248708685537676r1470899849.m3u8.mp4,1
86,61402000000000000,61402000000000000,51663500000000000,61402035641127551-51663525071820946r1470900806.m3u8.mp4,1
87,61402000000000000,61402000000000000,54704400000000000,61401971212432840-54704420952224311r1470900776.m3u8.mp4,1
88,61402300000000000,61402200000000000,52868300000000000,61402218758149683-52868343920602753r1470900894.m3u8.mp4,1
88,61402300000000000,61402200000000000,52868300000000000,61402218758149683-52868343920602753r1470902881.m3u8.mp4,2
88,61402300000000000,61402200000000000,52868300000000000,61402218758149683-52868343920602753r1470903406.m3u8.mp4,3
88,61402300000000000,61402200000000000,52868300000000000,61402218758149683-52868343920602753r1470903436.m3u8.mp4,4
88,61402300000000000,61402200000000000,52868300000000000,61402218758149683-52868343920602753r1470903826.m3u8.mp4,5
88,61402300000000000,61402200000000000,52868300000000000,61402218758149683-52868343920602753r1470905179.m3u8.mp4,6
89,61402900000000000,61402900000000000,51663500000000000,61402876647314433-51663525071820946r1470901207.m3u8.mp4,1
90,61403200000000000,61403200000000000,52052200000000000,61403239058257361-52052212664243901r1470901380.m3u8.mp4,1
90,61403200000000000,61403200000000000,52052200000000000,61403239058257361-52052212664243901r1470901440.m3u8.mp4,2
90,61403200000000000,61403200000000000,52052200000000000,61403239058257361-52052212664243901r1470901845.m3u8.mp4,3
91,61403900000000000,61403900000000000,53782900000000000,61403862291976840-53782875536890474r1470901677.m3u8.mp4,1
92,61404100000000000,61404100000000000,52216200000000000,61404086385253379-52216232291607678r1470901784.m3u8.mp4,1
93,61404900000000000,61404900000000000,51056000000000000,61404876457907209-51055977402738228r1470902161.m3u8.mp4,1
94,61406400000000000,61406400000000000,52159800000000000,61406356413882910-52159828992205772r1470902867.m3u8.mp4,1
95,61406500000000000,61406400000000000,52216200000000000,61406431984751261-52216232291607678r1470902903.m3u8.mp4,1
95,61406500000000000,61406400000000000,52216200000000000,61406431984751261-52216232291607678r1470904734.m3u8.mp4,2
95,61406500000000000,61406400000000000,52216200000000000,61406431984751261-52216232291607678r1470905896.m3u8.mp4,3
95,61406500000000000,61406400000000000,52216200000000000,61406431984751261-52216232291607678r1470910006.m3u8.mp4,4
95,61406500000000000,61406400000000000,52216200000000000,61406431984751261-52216232291607678r1470910029.m3u8.mp4,5
96,61406500000000000,61406500000000000,52865300000000000,61406457274316254-52865298207877120r1470902915.m3u8.mp4,1
97,61406600000000000,61406600000000000,55620400000000000,61406608678200394-55620350261601459r1470903003.m3u8.mp4,1
98,61406900000000000,61406900000000000,50161900000000000,61406851257864867-50161933812248163r1470903103.m3u8.mp4,1
99,61407000000000000,61407000000000000,28385500000000000,61406962350298134-28385471671136325r1470903156.m3u8.mp4,1
99,61407000000000000,61407000000000000,28385500000000000,61406962350298134-28385471671136325r1470906630.m3u8.mp4,2
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470903298.m3u8.mp4,1
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470903390.m3u8.mp4,2
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470903549.m3u8.mp4,3
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470903670.m3u8.mp4,4
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470903685.m3u8.mp4,5
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470904159.m3u8.mp4,6
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905076.m3u8.mp4,7
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905294.m3u8.mp4,8
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905356.m3u8.mp4,9
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905384.m3u8.mp4,10
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905436.m3u8.mp4,11
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905516.m3u8.mp4,12
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905620.m3u8.mp4,13
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905709.m3u8.mp4,14
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905812.m3u8.mp4,15
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470905981.m3u8.mp4,16
100,61407300000000000,61407300000000000,37171200000000000,61407259879544407-37171206849282286r1470906045.m3u8.mp4,17
101,61407600000000000,61407600000000000,52159800000000000,61407612100417114-52159828992205772r1470903465.m3u8.mp4,1
102,61408100000000000,61408100000000000,49625600000000000,61408063323648631-49625608551934473r1470903681.m3u8.mp4,1
103,61408500000000000,61408500000000000,51614000000000000,61408542879389280-51613980927465734r1470903909.m3u8.mp4,1
103,61408500000000000,61408500000000000,51614000000000000,61408542879389280-51613980927465734r1470903914.m3u8.mp4,2
104,61408900000000000,61408800000000000,51658300000000000,61408845427121184-51658268325451471r1470904054.m3u8.mp4,1
105,61409400000000000,61409400000000000,49281100000000000,61409436274537973-49281142775358737r1470904335.m3u8.mp4,1
106,61409500000000000,61409500000000000,53782900000000000,61409515431531572-53782875536890474r1470904373.m3u8.mp4,1
107,61409700000000000,61409700000000000,48577100000000000,61409684541674552-48577107659329705r1470904454.m3u8.mp4,1
108,61410100000000000,61410100000000000,55437800000000000,61410139332154427-55437783216430928r1470904671.m3u8.mp4,1
109,61410200000000000,61410200000000000,53387600000000000,61410235857777296-53387635432892295r1470904717.m3u8.mp4,1
110,61411200000000000,61411200000000000,51663500000000000,61411240634752047-51663525071820946r1470905196.m3u8.mp4,1
111,61411300000000000,61411300000000000,55586100000000000,61411258680746567-55586103205305764r1470905204.m3u8.mp4,1
112,61412300000000000,61412300000000000,52172100000000000,61412293675594760-52172083005756174r1470905708.m3u8.mp4,1
113,61413000000000000,61413000000000000,36390600000000000,61413022861629049-36390648764417356r1470906046.m3u8.mp4,1
114,61413000000000000,61413000000000000,52248800000000000,61413017029456910-52248810123966188r1470906043.m3u8.mp4,1
115,61413800000000000,61413800000000000,53050100000000000,61413808500905042-53050087235921363r1470906420.m3u8.mp4,1
116,61414000000000000,61414000000000000,36390600000000000,61413974616314966-36390648764417356r1470906499.m3u8.mp4,1
117,61414300000000000,61414300000000000,50563800000000000,61414279376548529-50563789923295826r1470906787.m3u8.mp4,1
117,61414300000000000,61414300000000000,50563800000000000,61414279376548529-50563789923295826r1470909314.m3u8.mp4,2
117,61414300000000000,61414300000000000,50563800000000000,61414279376548529-50563789923295826r1470909415.m3u8.mp4,3
117,61414300000000000,61414300000000000,50563800000000000,61414279376548529-50563789923295826r1470909773.m3u8.mp4,4
118,61414600000000000,61414600000000000,51131800000000000,61414609229193831-51131841515628593r1470906802.m3u8.mp4,1
119,61414900000000000,61414900000000000,53118400000000000,61414867738825820-53118363095809380r1470906925.m3u8.mp4,1
120,61415100000000000,61415100000000000,28483500000000000,61415109959885421-28483468358675900r1470907041.m3u8.mp4,1
121,61415700000000000,61415700000000000,37171200000000000,61415692380937309-37171206849282286r1470907318.m3u8.mp4,1
122,61416400000000000,61416400000000000,28483500000000000,61416384025863309-28483468358675900r1470907648.m3u8.mp4,1
123,61416700000000000,61416700000000000,28483500000000000,61416657112800353-28483468358675900r1470907778.m3u8.mp4,1
124,61416800000000000,61416800000000000,55294900000000000,61416752640177186-55294940529303342r1470907824.m3u8.mp4,1
125,61417100000000000,61417100000000000,55294900000000000,61417080999650452-55294940529303342r1470907981.m3u8.mp4,1
126,61419500000000000,61419400000000000,48900700000000000,61419413384992963-48900738901872877r1470909093.m3u8.mp4,1
127,61420000000000000,61420000000000000,53782900000000000,61420011366917285-53782875536890474r1470909378.m3u8.mp4,1
128,61421100000000000,61421100000000000,51056000000000000,61421069753391725-51055977402738228r1470909883.m3u8.mp4,1
129,61422500000000000,61422500000000000,55480200000000000,61422516337386680-55480165651717732r1470910572.m3u8.mp4,1
129,61422500000000000,61422500000000000,55480200000000000,61422516337386680-55480165651717732r1470910611.m3u8.mp4,2
130,61422900000000000,61422900000000000,55480200000000000,61422914773201998-55480165651717732r1470910762.m3u8.mp4,1
131,61423100000000000,61423100000000000,53272500000000000,61423059384409246-53272535766146639r1470910831.m3u8.mp4,1
132,61423200000000000,61423100000000000,52470900000000000,61423148182024973-52470924357673800r1470910874.m3u8.mp4,1
