Group_ID,Video_Index,Room,Session,Performer,Video_Name
1,1,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470845405.m3u8.mp4
1,2,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470845472.m3u8.mp4
1,3,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470845477.m3u8.mp4
1,4,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470845598.m3u8.mp4
1,5,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470845823.m3u8.mp4
1,6,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470845968.m3u8.mp4
1,7,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470846173.m3u8.mp4
1,8,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470846729.m3u8.mp4
1,9,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470847455.m3u8.mp4
1,10,61285856729002900,61285850754847400,53568543410625400,61285850754847401-53568543410625422r1470847814.m3u8.mp4
2,1,61286026254381900,61286025609090600,51055977402738200,61286025609090654-51055977402738228r1470845488.m3u8.mp4
3,1,61286350362932100,61286346146191900,45566142774776900,61286346146191952-45566142774776906r1470845641.m3u8.mp4
4,1,61286438759986000,61286438037103700,31045571313558700,61286438037103747-31045571313558736r1470845685.m3u8.mp4
5,1,61286518938301300,61286518490141800,51055977402738200,61286518490141808-51055977402738228r1470845724.m3u8.mp4
6,1,61287952993907600,61287951633487400,52159828992205700,61287951633487457-52159828992205772r1470846407.m3u8.mp4
7,1,61288283129672600,61288279198144600,28385471671136300,61288279198144640-28385471671136325r1470846563.m3u8.mp4
8,1,61290823219049400,61290822349361800,49821859146901500,61290822349361864-49821859146901565r1470847776.m3u8.mp4
9,1,61291159528829800,61291159070185000,53782875536890400,61291159070185066-53782875536890474r1470847936.m3u8.mp4
10,1,61292315795673900,61292315072797200,51233916513690300,61292315072797283-51233916513690382r1470848488.m3u8.mp4
11,1,61293841834472400,61293829048771100,52868343920602700,61293829048771181-52868343920602753r1470849209.m3u8.mp4
11,2,61293841834472400,61293829048771100,52868343920602700,61293829048771181-52868343920602753r1470849427.m3u8.mp4
11,3,61293841834472400,61293829048771100,52868343920602700,61293829048771181-52868343920602753r1470850416.m3u8.mp4
12,1,61294819564483500,61294794441241700,53326834294599500,61294794441241748-53326834294599563r1470849670.m3u8.mp4
12,2,61294819564483500,61294794441241700,53326834294599500,61294794441241748-53326834294599563r1470849861.m3u8.mp4
12,3,61294819564483500,61294794441241700,53326834294599500,61294794441241748-53326834294599563r1470850116.m3u8.mp4
12,4,61294819564483500,61294794441241700,53326834294599500,61294794441241748-53326834294599563r1470850127.m3u8.mp4
12,5,61294819564483500,61294794441241700,53326834294599500,61294794441241748-53326834294599563r1470850132.m3u8.mp4
12,6,61294819564483500,61294794441241700,53326834294599500,61294794441241748-53326834294599563r1470850939.m3u8.mp4
12,7,61294819564483500,61294794441241700,53326834294599500,61294794441241748-53326834294599563r1470850986.m3u8.mp4
13,1,61295615880360900,61295611091104300,45566142774776900,61295611091104332-45566142774776906r1470850059.m3u8.mp4
14,1,61297459547497700,61297453627874400,55294940529303300,61297453627874434-55294940529303342r1470850938.m3u8.mp4
14,2,61297459547497700,61297453627874400,55294940529303300,61297453627874434-55294940529303342r1470850983.m3u8.mp4
15,1,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470851526.m3u8.mp4
15,2,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470851644.m3u8.mp4
15,3,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470852194.m3u8.mp4
15,4,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470852527.m3u8.mp4
15,5,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470852574.m3u8.mp4
15,6,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470852703.m3u8.mp4
15,7,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470852996.m3u8.mp4
15,8,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470853126.m3u8.mp4
15,9,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470853456.m3u8.mp4
15,10,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470853567.m3u8.mp4
15,11,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470853577.m3u8.mp4
15,12,61298692777735100,61298687053141100,37171206849282200,61298687053141141-37171206849282286r1470854248.m3u8.mp4
16,1,61299016741573400,61298998079657500,55294940529303300,61298998079657592-55294940529303342r1470851674.m3u8.mp4
17,1,61302495608464600,61302490160698000,55294940529303300,61302490160698089-55294940529303342r1470853339.m3u8.mp4
17,2,61302495608464600,61302490160698000,55294940529303300,61302490160698089-55294940529303342r1470854036.m3u8.mp4
18,1,61302731336738000,61302727671559300,54666765155714000,61302727671559326-54666765155714022r1470853453.m3u8.mp4
19,1,61315175434048300,61315171833879600,54666765155714000,61315171833879697-54666765155714022r1470859386.m3u8.mp4
20,1,61332665801266000,61332660875697300,45566142774776900,61332660875697303-45566142774776906r1470867726.m3u8.mp4
21,1,61332775564104500,61332768184869500,43445978767789100,61332768184869522-43445978767789165r1470867777.m3u8.mp4
22,1,61337198675776300,61337172057272900,53604774286737900,61337172057272927-53604774286737927r1470869877.m3u8.mp4
23,1,61340980176384900,61340976253248100,53568543410625400,61340976253248150-53568543410625422r1470871691.m3u8.mp4
23,2,61340980176384900,61340976253248100,53568543410625400,61340976253248150-53568543410625422r1470873652.m3u8.mp4
24,1,61341386969347000,61341370014504100,53604774286737900,61341370014504121-53604774286737927r1470871879.m3u8.mp4
25,1,61347060268819700,61347044433860200,41365734051282700,61347044433860248-41365734051282735r1470874594.m3u8.mp4
25,2,61347060268819700,61347044433860200,41365734051282700,61347044433860248-41365734051282735r1470874739.m3u8.mp4
25,3,61347060268819700,61347044433860200,41365734051282700,61347044433860248-41365734051282735r1470874968.m3u8.mp4
26,1,61347079998825700,61347079458397300,52159828992205700,61347079458397352-52159828992205772r1470874601.m3u8.mp4
27,1,61348651822642100,61348650785184300,53782875536890400,61348650785184397-53782875536890474r1470875351.m3u8.mp4
28,1,61350950674523400,61350950358488200,53782875536890400,61350950358488263-53782875536890474r1470876447.m3u8.mp4
29,1,61351057073530100,61351032438923900,53604774286737900,61351032438923942-53604774286737927r1470876486.m3u8.mp4
29,2,61351057073530100,61351032438923900,53604774286737900,61351032438923942-53604774286737927r1470876928.m3u8.mp4
29,3,61351057073530100,61351032438923900,53604774286737900,61351032438923942-53604774286737927r1470877528.m3u8.mp4
29,4,61351057073530100,61351032438923900,53604774286737900,61351032438923942-53604774286737927r1470879615.m3u8.mp4
29,5,61351057073530100,61351032438923900,53604774286737900,61351032438923942-53604774286737927r1470880156.m3u8.mp4
29,6,61351057073530100,61351032438923900,53604774286737900,61351032438923942-53604774286737927r1470882609.m3u8.mp4
29,7,61351057073530100,61351032438923900,53604774286737900,61351032438923942-53604774286737927r1470884127.m3u8.mp4
29,8,61351057073530100,61351032438923900,53604774286737900,61351032438923942-53604774286737927r1470884221.m3u8.mp4
30,1,61351351666763000,61351347653449300,53568543410625400,61351347653449372-53568543410625422r1470876636.m3u8.mp4
31,1,61351411980854500,61351383992899200,50723234246563800,61351383992899229-50723234246563853r1470876654.m3u8.mp4
32,1,61351468041921800,61351467635712600,47682196185552100,61351467635712681-47682196185552116r1470876694.m3u8.mp4
33,1,61353072927339500,61353068844819100,28280119248120200,61353068844819116-28280119248120260r1470877457.m3u8.mp4
33,2,61353072927339500,61353068844819100,28280119248120200,61353068844819116-28280119248120260r1470877461.m3u8.mp4
34,1,61353950377829600,61353937176896100,50163229720061900,61353937176896179-50163229720061981r1470877884.m3u8.mp4
35,1,61354065612141500,61354061655454900,48337346409533100,61354061655454911-48337346409533126r1470877931.m3u8.mp4
35,2,61354065612141500,61354061655454900,48337346409533100,61354061655454911-48337346409533126r1470879342.m3u8.mp4
36,1,61354154376193300,61354154005635700,52683441243695100,61354154005635764-52683441243695171r1470877975.m3u8.mp4
37,1,61354688944436200,61354673774277200,32951597816271600,61354673774277241-32951597816271694r1470878222.m3u8.mp4
37,2,61354688944436200,61354673774277200,32951597816271600,61354673774277241-32951597816271694r1470878379.m3u8.mp4
37,3,61354688944436200,61354673774277200,32951597816271600,61354673774277241-32951597816271694r1470878415.m3u8.mp4
38,1,61355439169106900,61355438907594400,53272535766146600,61355438907594417-53272535766146639r1470878587.m3u8.mp4
39,1,61355483544843300,61355482553523300,52865298207877100,61355482553523383-52865298207877120r1470878608.m3u8.mp4
40,1,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470879404.m3u8.mp4
40,2,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470879865.m3u8.mp4
40,3,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470880718.m3u8.mp4
40,4,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470881242.m3u8.mp4
40,5,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470882061.m3u8.mp4
40,6,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470882279.m3u8.mp4
40,7,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470882683.m3u8.mp4
40,8,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470882691.m3u8.mp4
40,9,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470882983.m3u8.mp4
40,10,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470883164.m3u8.mp4
40,11,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470884395.m3u8.mp4
40,12,61357157376226300,61357152217863300,54333189488918700,61357152217863383-54333189488918772r1470884833.m3u8.mp4
41,1,61357800899892100,61357796240663700,53849093989999100,61357796240663770-53849093989999127r1470879711.m3u8.mp4
41,2,61357800899892100,61357796240663700,53849093989999100,61357796240663770-53849093989999127r1470879790.m3u8.mp4
41,3,61357800899892100,61357796240663700,53849093989999100,61357796240663770-53849093989999127r1470880425.m3u8.mp4
41,4,61357800899892100,61357796240663700,53849093989999100,61357796240663770-53849093989999127r1470880484.m3u8.mp4
41,5,61357800899892100,61357796240663700,53849093989999100,61357796240663770-53849093989999127r1470880528.m3u8.mp4
41,6,61357800899892100,61357796240663700,53849093989999100,61357796240663770-53849093989999127r1470880759.m3u8.mp4
41,7,61357800899892100,61357796240663700,53849093989999100,61357796240663770-53849093989999127r1470880840.m3u8.mp4
41,8,61357800899892100,61357796240663700,53849093989999100,61357796240663770-53849093989999127r1470880950.m3u8.mp4
42,1,61358103380522000,61358102536000700,52865298207877100,61358102536000734-52865298207877120r1470879857.m3u8.mp4
43,1,61361036136436600,61361035652633400,53782875536890400,61361035652633419-53782875536890474r1470881256.m3u8.mp4
44,1,61365992396575700,61365991449306300,31045571313558700,61365991449306355-31045571313558736r1470883619.m3u8.mp4
45,1,61367180137493600,61367101253753500,49849826646436100,61367101253753550-49849826646436159r1470884148.m3u8.mp4
46,1,61367781913154500,61367767105811100,52868343920602700,61367767105811129-52868343920602753r1470884466.m3u8.mp4
46,2,61367781913154500,61367767105811100,52868343920602700,61367767105811129-52868343920602753r1470886762.m3u8.mp4
46,3,61367781913154500,61367767105811100,52868343920602700,61367767105811129-52868343920602753r1470887016.m3u8.mp4
46,4,61367781913154500,61367767105811100,52868343920602700,61367767105811129-52868343920602753r1470887291.m3u8.mp4
46,5,61367781913154500,61367767105811100,52868343920602700,61367767105811129-52868343920602753r1470887539.m3u8.mp4
47,1,61369534148670500,61369533958468800,53458398139660300,61369533958468877-53458398139660380r1470885308.m3u8.mp4
48,1,61369994655986800,61369993960365300,31045571313558700,61369993960365314-31045571313558736r1470885528.m3u8.mp4
49,1,61370359042434400,61370353101838600,35552146497689300,61370353101838624-35552146497689326r1470885699.m3u8.mp4
50,1,61370838692554100,61370837762061000,36390648764417300,61370837762061000-36390648764417356r1470885930.m3u8.mp4
51,1,61372506209408000,61372502097531700,53568543410625400,61372502097531779-53568543410625422r1470886724.m3u8.mp4
51,2,61372506209408000,61372502097531700,53568543410625400,61372502097531779-53568543410625422r1470886731.m3u8.mp4
51,3,61372506209408000,61372502097531700,53568543410625400,61372502097531779-53568543410625422r1470886738.m3u8.mp4
51,4,61372506209408000,61372502097531700,53568543410625400,61372502097531779-53568543410625422r1470886964.m3u8.mp4
51,5,61372506209408000,61372502097531700,53568543410625400,61372502097531779-53568543410625422r1470888358.m3u8.mp4
51,6,61372506209408000,61372502097531700,53568543410625400,61372502097531779-53568543410625422r1470888774.m3u8.mp4
51,7,61372506209408000,61372502097531700,53568543410625400,61372502097531779-53568543410625422r1470891193.m3u8.mp4
51,8,61372506209408000,61372502097531700,53568543410625400,61372502097531779-53568543410625422r1470891198.m3u8.mp4
52,1,61372623167575100,61372622044144900,53387635432892200,61372622044144925-53387635432892295r1470886781.m3u8.mp4
53,1,61372798705488900,61372794656535800,48337346409533100,61372794656535834-48337346409533126r1470886867.m3u8.mp4
53,2,61372798705488900,61372794656535800,48337346409533100,61372794656535834-48337346409533126r1470891298.m3u8.mp4
54,1,61372817049277500,61372811637166900,32951597816271600,61372811637166984-32951597816271694r1470886871.m3u8.mp4
55,1,61373026024187200,61373013701964500,50163229720061900,61373013701964501-50163229720061981r1470886968.m3u8.mp4
55,2,61373026024187200,61373013701964500,50163229720061900,61373013701964501-50163229720061981r1470889865.m3u8.mp4
56,1,61373370917610800,61373356733110000,53617575560495100,61373356733110033-53617575560495115r1470887140.m3u8.mp4
57,1,61373656325318000,61373650644775600,55294940529303300,61373650644775640-55294940529303342r1470887271.m3u8.mp4
58,1,61374837441328200,61374831723026200,32951597816271600,61374831723026202-32951597816271694r1470887835.m3u8.mp4
58,2,61374837441328200,61374831723026200,32951597816271600,61374831723026202-32951597816271694r1470887866.m3u8.mp4
59,1,61375913575994400,61375903233482000,52172083005756100,61375903233482012-52172083005756174r1470888345.m3u8.mp4
60,1,61375979114091600,61375975457298700,53849093989999100,61375975457298757-53849093989999127r1470888380.m3u8.mp4
60,2,61375979114091600,61375975457298700,53849093989999100,61375975457298757-53849093989999127r1470889218.m3u8.mp4
61,1,61377486035244100,61377482596562200,55480165651717700,61377482596562231-55480165651717732r1470889099.m3u8.mp4
61,2,61377486035244100,61377482596562200,55480165651717700,61377482596562231-55480165651717732r1470891524.m3u8.mp4
61,3,61377486035244100,61377482596562200,55480165651717700,61377482596562231-55480165651717732r1470892884.m3u8.mp4
62,1,61377515059827800,61377496758629600,52553573812156600,61377496758629688-52553573812156601r1470889105.m3u8.mp4
62,2,61377515059827800,61377496758629600,52553573812156600,61377496758629688-52553573812156601r1470896087.m3u8.mp4
63,1,61377812270314600,61377804305961900,55204569197583700,61377804305961904-55204569197583765r1470889252.m3u8.mp4
64,1,61381866467775600,61381849846388600,55054874794016300,61381849846388628-55054874794016376r1470891181.m3u8.mp4
65,1,61382871462864300,61382867080452500,55204569197583700,61382867080452550-55204569197583765r1470891666.m3u8.mp4
66,1,61383941425620400,61383901272089400,29998950421224700,61383901272089475-29998950421224725r1470892159.m3u8.mp4
67,1,61385709100361200,61385695102514500,55480165651717700,61385695102514543-55480165651717732r1470893015.m3u8.mp4
68,1,61386719044728100,61386713515168200,53217213397612500,61386713515168266-53217213397612529r1470893500.m3u8.mp4
69,1,61387036033447200,61387030260617700,49281142775358700,61387030260617741-49281142775358737r1470893651.m3u8.mp4
70,1,61387945069139100,61387944071537500,52159828992205700,61387944071537580-52159828992205772r1470894087.m3u8.mp4
71,1,61387979309339800,61387975629478300,53849093989999100,61387975629478376-53849093989999127r1470894102.m3u8.mp4
71,2,61387979309339800,61387975629478300,53849093989999100,61387975629478376-53849093989999127r1470895122.m3u8.mp4
71,3,61387979309339800,61387975629478300,53849093989999100,61387975629478376-53849093989999127r1470895410.m3u8.mp4
72,1,61388133745710200,61388133536634800,53782875536890400,61388133536634818-53782875536890474r1470894177.m3u8.mp4
73,1,61389443683477000,61389438684505000,54333189488918700,61389438684505013-54333189488918772r1470894800.m3u8.mp4
73,2,61389443683477000,61389438684505000,54333189488918700,61389438684505013-54333189488918772r1470895267.m3u8.mp4
73,3,61389443683477000,61389438684505000,54333189488918700,61389438684505013-54333189488918772r1470895449.m3u8.mp4
73,4,61389443683477000,61389438684505000,54333189488918700,61389438684505013-54333189488918772r1470895757.m3u8.mp4
73,5,61389443683477000,61389438684505000,54333189488918700,61389438684505013-54333189488918772r1470896188.m3u8.mp4
73,6,61389443683477000,61389438684505000,54333189488918700,61389438684505013-54333189488918772r1470896633.m3u8.mp4
74,1,61390429879690800,61390429297325400,47682196185552100,61390429297325447-47682196185552116r1470895272.m3u8.mp4
75,1,61390713412539500,61390707058816300,53217213397612500,61390707058816392-53217213397612529r1470895405.m3u8.mp4
76,1,61390755634500800,61390744904014300,46469983256974000,61390744904014324-46469983256974041r1470895423.m3u8.mp4
76,2,61390755634500800,61390744904014300,46469983256974000,61390744904014324-46469983256974041r1470895610.m3u8.mp4
76,3,61390755634500800,61390744904014300,46469983256974000,61390744904014324-46469983256974041r1470898540.m3u8.mp4
76,4,61390755634500800,61390744904014300,46469983256974000,61390744904014324-46469983256974041r1470898603.m3u8.mp4
77,1,61391769699775800,61391765371887000,54874951441714700,61391765371887024-54874951441714704r1470895909.m3u8.mp4
78,1,61393074667279500,61393068814771600,55294940529303300,61393068814771692-55294940529303342r1470896531.m3u8.mp4
78,2,61393074667279500,61393068814771600,55294940529303300,61393068814771692-55294940529303342r1470898479.m3u8.mp4
79,1,61393517394949400,61393516311353300,49821859146901500,61393516311353348-49821859146901565r1470896744.m3u8.mp4
80,1,61395907649107300,61395902429926800,49281142775358700,61395902429926868-49281142775358737r1470897882.m3u8.mp4
81,1,61396434407544000,61396431094683100,55480165651717700,61396431094683144-55480165651717732r1470898134.m3u8.mp4
82,1,61397472374052100,61397440032421200,52192388243789800,61397440032421299-52192388243789856r1470898615.m3u8.mp4
83,1,61397986983700100,61397982469173700,54874951441714700,61397982469173793-54874951441714704r1470898874.m3u8.mp4
83,2,61397986983700100,61397982469173700,54874951441714700,61397982469173793-54874951441714704r1470899872.m3u8.mp4
83,3,61397986983700100,61397982469173700,54874951441714700,61397982469173793-54874951441714704r1470902220.m3u8.mp4
83,4,61397986983700100,61397982469173700,54874951441714700,61397982469173793-54874951441714704r1470902516.m3u8.mp4
83,5,61397986983700100,61397982469173700,54874951441714700,61397982469173793-54874951441714704r1470904734.m3u8.mp4
83,6,61397986983700100,61397982469173700,54874951441714700,61397982469173793-54874951441714704r1470904815.m3u8.mp4
83,7,61397986983700100,61397982469173700,54874951441714700,61397982469173793-54874951441714704r1470904881.m3u8.mp4
84,1,61399392213955900,61399380485217200,46469983256974000,61399380485217245-46469983256974041r1470899540.m3u8.mp4
85,1,61400053376767200,61400027473386900,55248708685537600,61400027473386985-55248708685537676r1470899849.m3u8.mp4
86,1,61401976714720600,61401971212432800,54704420952224300,61401971212432840-54704420952224311r1470900776.m3u8.mp4
87,1,61402036124935800,61402035641127500,51663525071820900,61402035641127551-51663525071820946r1470900806.m3u8.mp4
88,1,61402271379256700,61402218758149600,52868343920602700,61402218758149683-52868343920602753r1470900894.m3u8.mp4
88,2,61402271379256700,61402218758149600,52868343920602700,61402218758149683-52868343920602753r1470902881.m3u8.mp4
88,3,61402271379256700,61402218758149600,52868343920602700,61402218758149683-52868343920602753r1470903406.m3u8.mp4
88,4,61402271379256700,61402218758149600,52868343920602700,61402218758149683-52868343920602753r1470903436.m3u8.mp4
88,5,61402271379256700,61402218758149600,52868343920602700,61402218758149683-52868343920602753r1470903826.m3u8.mp4
88,6,61402271379256700,61402218758149600,52868343920602700,61402218758149683-52868343920602753r1470905179.m3u8.mp4
89,1,61402877028361900,61402876647314400,51663525071820900,61402876647314433-51663525071820946r1470901207.m3u8.mp4
90,1,61403249629353300,61403239058257300,52052212664243900,61403239058257361-52052212664243901r1470901380.m3u8.mp4
90,2,61403249629353300,61403239058257300,52052212664243900,61403239058257361-52052212664243901r1470901440.m3u8.mp4
90,3,61403249629353300,61403239058257300,52052212664243900,61403239058257361-52052212664243901r1470901845.m3u8.mp4
91,1,61403862457021800,61403862291976800,53782875536890400,61403862291976840-53782875536890474r1470901677.m3u8.mp4
92,1,61404105554679100,61404086385253300,52216232291607600,61404086385253379-52216232291607678r1470901784.m3u8.mp4
93,1,61404876910257800,61404876457907200,51055977402738200,61404876457907209-51055977402738228r1470902161.m3u8.mp4
94,1,61406356910270100,61406356413882900,52159828992205700,61406356413882910-52159828992205772r1470902867.m3u8.mp4
95,1,61406455572883100,61406431984751200,52216232291607600,61406431984751261-52216232291607678r1470902903.m3u8.mp4
95,2,61406455572883100,61406431984751200,52216232291607600,61406431984751261-52216232291607678r1470904734.m3u8.mp4
95,3,61406455572883100,61406431984751200,52216232291607600,61406431984751261-52216232291607678r1470905896.m3u8.mp4
95,4,61406455572883100,61406431984751200,52216232291607600,61406431984751261-52216232291607678r1470910006.m3u8.mp4
95,5,61406455572883100,61406431984751200,52216232291607600,61406431984751261-52216232291607678r1470910029.m3u8.mp4
96,1,61406457923790500,61406457274316200,52865298207877100,61406457274316254-52865298207877120r1470902915.m3u8.mp4
97,1,61406633304413500,61406608678200300,55620350261601400,61406608678200394-55620350261601459r1470903003.m3u8.mp4
98,1,61406855610914100,61406851257864800,50161933812248100,61406851257864867-50161933812248163r1470903103.m3u8.mp4
99,1,61406966246167900,61406962350298100,28385471671136300,61406962350298134-28385471671136325r1470903156.m3u8.mp4
99,2,61406966246167900,61406962350298100,28385471671136300,61406962350298134-28385471671136325r1470906630.m3u8.mp4
100,1,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470903298.m3u8.mp4
100,2,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470903390.m3u8.mp4
100,3,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470903549.m3u8.mp4
100,4,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470903670.m3u8.mp4
100,5,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470903685.m3u8.mp4
100,6,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470904159.m3u8.mp4
100,7,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905076.m3u8.mp4
100,8,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905294.m3u8.mp4
100,9,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905356.m3u8.mp4
100,10,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905384.m3u8.mp4
100,11,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905436.m3u8.mp4
100,12,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905516.m3u8.mp4
100,13,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905620.m3u8.mp4
100,14,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905709.m3u8.mp4
100,15,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905812.m3u8.mp4
100,16,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470905981.m3u8.mp4
100,17,61407264947726000,61407259879544400,37171206849282200,61407259879544407-37171206849282286r1470906045.m3u8.mp4
101,1,61407612825396900,61407612100417100,52159828992205700,61407612100417114-52159828992205772r1470903465.m3u8.mp4
102,1,61408078198109600,61408063323648600,49625608551934400,61408063323648631-49625608551934473r1470903681.m3u8.mp4
103,1,61408547165333200,61408542879389200,51613980927465700,61408542879389280-51613980927465734r1470903909.m3u8.mp4
103,2,61408547165333200,61408542879389200,51613980927465700,61408542879389280-51613980927465734r1470903914.m3u8.mp4
104,1,61408850161858000,61408845427121100,51658268325451400,61408845427121184-51658268325451471r1470904054.m3u8.mp4
105,1,61409446564623800,61409436274537900,49281142775358700,61409436274537973-49281142775358737r1470904335.m3u8.mp4
106,1,61409516204750300,61409515431531500,53782875536890400,61409515431531572-53782875536890474r1470904373.m3u8.mp4
107,1,61409688848590600,61409684541674500,48577107659329700,61409684541674552-48577107659329705r1470904454.m3u8.mp4
108,1,61410143236412800,61410139332154400,55437783216430900,61410139332154427-55437783216430928r1470904671.m3u8.mp4
109,1,61410236807140700,61410235857777200,53387635432892200,61410235857777296-53387635432892295r1470904717.m3u8.mp4
110,1,61411241208739300,61411240634752000,51663525071820900,61411240634752047-51663525071820946r1470905196.m3u8.mp4
111,1,61411271036532200,61411258680746500,55586103205305700,61411258680746567-55586103205305764r1470905204.m3u8.mp4
112,1,61412309781079800,61412293675594700,52172083005756100,61412293675594760-52172083005756174r1470905708.m3u8.mp4
113,1,61413017427273500,61413017029456900,52248810123966100,61413017029456910-52248810123966188r1470906043.m3u8.mp4
114,1,61413023446099700,61413022861629000,36390648764417300,61413022861629049-36390648764417356r1470906046.m3u8.mp4
115,1,61413826447701500,61413808500905000,53050087235921300,61413808500905042-53050087235921363r1470906420.m3u8.mp4
116,1,61413976597485000,61413974616314900,36390648764417300,61413974616314966-36390648764417356r1470906499.m3u8.mp4
117,1,61414310451508800,61414279376548500,50563789923295800,61414279376548529-50563789923295826r1470906787.m3u8.mp4
117,2,61414310451508800,61414279376548500,50563789923295800,61414279376548529-50563789923295826r1470909314.m3u8.mp4
117,3,61414310451508800,61414279376548500,50563789923295800,61414279376548529-50563789923295826r1470909415.m3u8.mp4
117,4,61414310451508800,61414279376548500,50563789923295800,61414279376548529-50563789923295826r1470909773.m3u8.mp4
118,1,61414613385106900,61414609229193800,51131841515628500,61414609229193831-51131841515628593r1470906802.m3u8.mp4
119,1,61414877341046200,61414867738825800,53118363095809300,61414867738825820-53118363095809380r1470906925.m3u8.mp4
120,1,61415110464656800,61415109959885400,28483468358675900,61415109959885421-28483468358675900r1470907041.m3u8.mp4
121,1,61415697876932100,61415692380937300,37171206849282200,61415692380937309-37171206849282286r1470907318.m3u8.mp4
122,1,61416384459331000,61416384025863300,28483468358675900,61416384025863309-28483468358675900r1470907648.m3u8.mp4
123,1,61416666150893100,61416657112800300,28483468358675900,61416657112800353-28483468358675900r1470907778.m3u8.mp4
124,1,61416763362276900,61416752640177100,55294940529303300,61416752640177186-55294940529303342r1470907824.m3u8.mp4
125,1,61417088951416400,61417080999650400,55294940529303300,61417080999650452-55294940529303342r1470907981.m3u8.mp4
126,1,61419474166118000,61419413384992900,48900738901872800,61419413384992963-48900738901872877r1470909093.m3u8.mp4
127,1,61420011919922700,61420011366917200,53782875536890400,61420011366917285-53782875536890474r1470909378.m3u8.mp4
128,1,61421070386095900,61421069753391700,51055977402738200,61421069753391725-51055977402738228r1470909883.m3u8.mp4
129,1,61422519570552400,61422516337386600,55480165651717700,61422516337386680-55480165651717732r1470910572.m3u8.mp4
129,2,61422519570552400,61422516337386600,55480165651717700,61422516337386680-55480165651717732r1470910611.m3u8.mp4
130,1,61422917855377000,61422914773201900,55480165651717700,61422914773201998-55480165651717732r1470910762.m3u8.mp4
131,1,61423059786430000,61423059384409200,53272535766146600,61423059384409246-53272535766146639r1470910831.m3u8.mp4
132,1,61423164497221200,61423148182024900,52470924357673800,61423148182024973-52470924357673800r1470910874.m3u8.mp4
133,1,61423260240603000,61423256000797300,51132449435951600,61423256000797322-51132449435951656r1470910925.m3u8.mp4
