Group_ID,Video_Index,Room,Session,Performer,Video_Name
1109,1,62331899216335800,62331888183821900,52172083005756100,62331888183821910-52172083005756174r1471344195.m3u8.mp4
1109,2,62331899216335800,62331888183821900,52172083005756100,62331888183821910-52172083005756174r1471346494.m3u8.mp4
1110,1,62333747415429700,62333729170798100,52553573812156600,62333729170798179-52553573812156601r1471345072.m3u8.mp4
1111,1,62334059362587600,62334053728138800,54704420952224300,62334053728138855-54704420952224311r1471345227.m3u8.mp4
1112,1,62334381271233100,62334376450474100,54704420952224300,62334376450474104-54704420952224311r1471345381.m3u8.mp4
1113,1,62334444164821600,62334434424145500,52333209270099800,62334434424145511-52333209270099838r1471345409.m3u8.mp4
1114,1,62336173082088400,62336167713977900,54704420952224300,62336167713977971-54704420952224311r1471346235.m3u8.mp4
1115,1,62336445927855100,62336420078962300,55480165651717700,62336420078962308-55480165651717732r1471346356.m3u8.mp4
1116,1,62337253564159000,62337227931259500,55480165651717700,62337227931259510-55480165651717732r1471346741.m3u8.mp4
1117,1,62337308484375600,62337308277358700,52683441243695100,62337308277358736-52683441243695171r1471346779.m3u8.mp4
